ID_inventario;ID_producto;Stock_kg;Ubicacion
2037;171;8323;Puerto
2038;400;830;Puerto
2039;185;5999;Puerto
2040;432;700;Puerto
2041;102;6549;Bodega Sur
2042;96;2421;Bodega Norte
2043;371;944;Bodega Sur
2044;231;6728;Puerto
2045;231;9017;Bodega Norte
2046;403;2313;Bodega Sur
2047;221;8509;Bodega Norte
2048;256;9187;Puerto
2049;299;323;Bodega Norte
2050;428;76;Bodega Norte
2051;16;2712;Puerto
2052;61;7744;Puerto
2053;20;8250;Bodega Norte
2054;106;4381;Puerto
2055;472;4727;Bodega Sur
2056;121;3013;Puerto
2057;100;9137;Bodega Norte
2058;278;9384;Puerto
2059;206;1164;Bodega Norte
2060;363;9153;Bodega Norte
2061;72;6627;Bodega Norte
2062;235;5522;Bodega Norte
2063;134;3261;Bodega Sur
2064;1;8425;Bodega Norte
2065;309;426;Bodega Norte
2066;257;5518;Bodega Sur
2067;362;6795;Bodega Sur
2068;320;7647;Puerto
2069;243;9125;Bodega Sur
2070;494;68;Bodega Sur
2071;104;2820;Bodega Sur
2072;422;3932;Puerto
2073;387;4976;Puerto
2074;152;6590;Puerto
2075;449;3587;Bodega Norte
2076;62;3234;Bodega Sur
2077;252;8800;Bodega Norte
2078;186;1218;Puerto
2079;482;7470;Bodega Sur
2080;420;2954;Bodega Norte
2081;313;349;Bodega Sur
2082;69;8074;Puerto
2083;60;1668;Bodega Sur
2084;47;9368;Bodega Sur
2085;461;1949;Puerto
2086;159;189;Bodega Norte
2087;135;7977;Bodega Norte
2088;286;3539;Puerto
2089;215;5420;Bodega Sur
2090;315;2270;Puerto
2091;393;982;Puerto
2092;93;2508;Bodega Sur
2093;47;5299;Bodega Norte
2094;250;2837;Bodega Sur
2095;262;3240;Bodega Norte
2096;146;9523;Bodega Norte
2097;151;8636;Puerto
2098;157;5218;Bodega Sur
2099;90;2512;Bodega Norte
2100;65;6950;Bodega Norte
2101;399;923;Puerto
2102;82;847;Puerto
2103;172;4051;Bodega Norte
2104;249;9001;Puerto
2105;298;6505;Bodega Norte
2106;232;9604;Bodega Norte
2107;54;9265;Bodega Norte
2108;490;5381;Bodega Norte
2109;495;425;Bodega Norte
2110;170;7285;Puerto
2111;197;69;Puerto
2112;458;2690;Bodega Norte
2113;68;1641;Bodega Norte
2114;116;3371;Bodega Sur
2115;413;8125;Bodega Norte
2116;366;8318;Bodega Sur
2117;496;8388;Bodega Norte
2118;209;9647;Puerto
2119;15;3603;Puerto
2120;230;6623;Puerto
2121;444;9761;Bodega Norte
2122;255;6603;Bodega Sur
2123;335;8671;Puerto
2124;207;7824;Bodega Norte
2125;16;5444;Bodega Sur
2126;308;4416;Bodega Norte
2127;140;86;Bodega Norte
2128;313;759;Bodega Sur
2129;189;3953;Bodega Norte
2130;419;5278;Bodega Sur
2131;219;6444;Puerto
2132;237;4483;Bodega Sur
2133;437;6412;Bodega Sur
2134;172;5698;Puerto
2135;73;3261;Puerto
2136;328;8277;Puerto
2137;411;2631;Bodega Sur
2138;220;7464;Bodega Sur
2139;254;9606;Bodega Norte
2140;13;6837;Puerto
2141;485;807;Puerto
2142;105;5105;Bodega Sur
2143;9;8096;Bodega Norte
2144;486;6586;Bodega Norte
2145;497;3412;Bodega Norte
2146;414;481;Bodega Norte
2147;130;3998;Bodega Sur
2148;360;4027;Bodega Norte
2149;443;7710;Puerto
2150;475;2460;Puerto
2151;77;9685;Puerto
2152;41;1881;Bodega Norte
2153;460;6864;Bodega Sur
2154;425;2572;Bodega Sur
2155;406;2780;Bodega Sur
2156;53;4226;Puerto
2157;59;4497;Bodega Sur
2158;235;8995;Bodega Norte
2159;91;8276;Bodega Sur
2160;339;5293;Bodega Norte
2161;410;5574;Bodega Norte
2162;290;9808;Puerto
2163;286;3399;Bodega Sur
2164;40;3914;Bodega Norte
2165;214;2603;Bodega Sur
2166;174;7506;Bodega Norte
2167;243;3073;Bodega Norte
2168;382;2021;Bodega Sur
2169;456;6150;Bodega Norte
2170;338;433;Puerto
2171;364;2600;Bodega Norte
2172;379;925;Puerto
2173;108;2083;Bodega Sur
2174;275;2108;Puerto
2175;227;5709;Bodega Norte
2176;476;2175;Bodega Sur
2177;69;5202;Puerto
2178;306;5415;Bodega Sur
2179;345;9867;Bodega Norte
2180;51;8896;Puerto
2181;94;4062;Bodega Norte
2182;458;220;Bodega Sur
2183;166;8830;Puerto
2184;335;4896;Bodega Norte
2185;14;267;Bodega Norte
2186;425;9240;Puerto
2187;327;1569;Bodega Sur
2188;193;7997;Puerto
2189;404;7589;Puerto
2190;446;4319;Puerto
2191;443;7054;Puerto
2192;317;5505;Bodega Norte
2193;193;8813;Puerto
2194;338;3857;Puerto
2195;69;7405;Bodega Sur
2196;205;5109;Bodega Sur
2197;375;5574;Puerto
2198;144;642;Bodega Norte
2199;456;9317;Bodega Sur
2200;94;1362;Bodega Sur
2201;14;3616;Bodega Norte
2202;269;1889;Bodega Norte
2203;441;8931;Bodega Sur
2204;105;7225;Puerto
2205;125;3583;Bodega Norte
2206;428;9279;Puerto
2207;13;7445;Bodega Sur
2208;49;8121;Puerto
2209;35;5125;Bodega Sur
2210;378;8985;Bodega Norte
2211;108;8472;Bodega Norte
2212;311;7525;Bodega Sur
2213;486;9912;Bodega Norte
2214;151;7884;Puerto
2215;332;5739;Bodega Norte
2216;179;5655;Puerto
2217;494;1011;Puerto
2218;190;113;Bodega Norte
2219;287;1255;Puerto
2220;44;3833;Puerto
2221;222;2421;Puerto
2222;217;6024;Bodega Sur
2223;382;5169;Bodega Norte
2224;226;440;Bodega Norte
2225;382;3119;Bodega Sur
2226;237;4036;Bodega Norte
2227;405;9927;Bodega Norte
2228;211;3948;Bodega Norte
2229;458;2792;Bodega Sur
2230;376;640;Bodega Sur
2231;122;8066;Bodega Sur
2232;421;7093;Bodega Norte
2233;365;9955;Bodega Sur
2234;396;533;Bodega Sur
2235;492;3475;Bodega Sur
2236;496;7215;Puerto
2237;144;6495;Bodega Sur
2238;271;8822;Puerto
2239;300;9107;Puerto
2240;500;8386;Puerto
2241;149;5998;Bodega Norte
2242;312;5499;Bodega Norte
2243;216;5100;Puerto
2244;476;1588;Bodega Sur
2245;424;3421;Puerto
2246;45;2940;Bodega Norte
2247;202;5444;Bodega Sur
2248;403;1569;Bodega Norte
2249;188;4611;Puerto
2250;22;5957;Puerto
2251;319;8199;Bodega Norte
2252;287;3730;Bodega Sur
2253;430;7468;Bodega Sur
2254;190;83;Puerto
2255;477;2839;Puerto
2256;21;3381;Bodega Norte
2257;115;7736;Bodega Sur
2258;327;1039;Bodega Norte
2259;270;9369;Bodega Norte
2260;190;7313;Bodega Norte
2261;355;3198;Puerto
2262;163;7202;Bodega Norte
2263;430;4562;Bodega Norte
2264;445;6115;Bodega Sur
2265;376;9324;Bodega Norte
2266;257;9551;Bodega Norte
2267;353;2755;Puerto
2268;390;6057;Puerto
2269;292;4984;Puerto
2270;67;7305;Bodega Sur
2271;248;4629;Bodega Sur
2272;495;5492;Bodega Sur
2273;285;8808;Bodega Sur
2274;67;3547;Bodega Sur
2275;167;9617;Puerto
2276;424;365;Puerto
2277;68;6324;Puerto
2278;123;2547;Bodega Sur
2279;81;243;Bodega Norte
2280;454;7074;Bodega Norte
2281;241;2044;Bodega Sur
2282;486;7041;Bodega Sur
2283;438;9239;Bodega Sur
2284;422;2847;Bodega Sur
2285;198;9871;Puerto
2286;381;2485;Bodega Sur
2287;425;7888;Bodega Sur
2288;90;7544;Puerto
2289;374;860;Puerto
2290;427;9476;Puerto
2291;459;5483;Puerto
2292;430;5594;Bodega Norte
2293;57;6770;Bodega Sur
2294;403;2843;Puerto
2295;156;5628;Bodega Sur
2296;138;642;Puerto
2297;189;7386;Bodega Norte
2298;455;6963;Bodega Norte
2299;6;7043;Bodega Sur
2300;171;2438;Bodega Norte
2301;499;9269;Puerto
2302;347;5524;Bodega Sur
2303;228;4613;Puerto
2304;391;8462;Bodega Sur
2305;217;3869;Puerto
2306;499;5295;Puerto
2307;201;2395;Bodega Sur
2308;119;9096;Puerto
2309;422;9188;Bodega Sur
2310;22;9468;Bodega Norte
2311;170;394;Bodega Norte
2312;123;2243;Puerto
2313;404;8669;Bodega Norte
2314;142;8894;Bodega Norte
2315;356;6725;Puerto
2316;205;5172;Bodega Sur
2317;89;8476;Bodega Norte
2318;149;8391;Puerto
2319;265;9815;Bodega Norte
2320;275;477;Bodega Norte
2321;72;452;Bodega Norte
2322;340;1263;Bodega Sur
2323;264;1402;Puerto
2324;67;1297;Bodega Norte
2325;363;3411;Bodega Sur
2326;195;9316;Bodega Norte
2327;444;4826;Bodega Sur
2328;453;1626;Bodega Sur
2329;375;4842;Puerto
2330;260;8558;Bodega Norte
2331;331;6296;Puerto
2332;155;755;Puerto
2333;491;4364;Bodega Norte
2334;204;1017;Puerto
2335;81;7478;Bodega Sur
2336;489;2796;Bodega Norte
2337;245;810;Bodega Norte
2338;60;4437;Bodega Norte
2339;7;56;Bodega Sur
2340;259;7039;Puerto
2341;420;8138;Bodega Norte
2342;453;2857;Bodega Sur
2343;226;3246;Bodega Norte
2344;160;6074;Bodega Norte
2345;481;9867;Bodega Sur
2346;489;1866;Bodega Sur
2347;236;4194;Bodega Norte
2348;295;3395;Bodega Norte
2349;189;8145;Bodega Norte
2350;145;8235;Bodega Norte
2351;80;419;Bodega Sur
2352;385;2370;Bodega Norte
2353;367;895;Bodega Sur
2354;177;9801;Bodega Norte
2355;455;4500;Bodega Norte
2356;184;5586;Bodega Sur
2357;153;8147;Puerto
2358;403;7400;Bodega Norte
2359;376;5685;Puerto
2360;325;1153;Puerto
2361;121;966;Puerto
2362;185;8908;Bodega Sur
2363;151;6387;Bodega Norte
2364;322;5896;Bodega Sur
2365;147;9111;Puerto
2366;76;6723;Bodega Norte
2367;128;603;Bodega Sur
2368;82;8498;Bodega Sur
2369;167;1698;Bodega Norte
2370;420;3525;Bodega Sur
2371;459;709;Bodega Norte
2372;424;7237;Puerto
2373;113;4903;Bodega Sur
2374;493;5367;Bodega Norte
2375;18;5189;Puerto
2376;328;4341;Bodega Sur
2377;329;2208;Bodega Sur
2378;32;4029;Puerto
2379;396;6294;Bodega Sur
2380;133;8752;Puerto
2381;47;5808;Puerto
2382;408;9344;Bodega Norte
2383;126;6658;Bodega Sur
2384;340;6574;Puerto
2385;459;9600;Bodega Norte
2386;347;5877;Bodega Norte
2387;282;6026;Bodega Norte
2388;259;6927;Bodega Sur
2389;63;8232;Bodega Sur
2390;20;8095;Bodega Sur
2391;430;2868;Bodega Norte
2392;260;4788;Puerto
2393;151;4821;Bodega Norte
2394;221;6763;Bodega Sur
2395;291;554;Puerto
2396;348;2154;Bodega Sur
2397;211;8178;Bodega Norte
2398;78;5948;Bodega Norte
2399;494;7427;Bodega Norte
2400;212;1452;Puerto
2401;17;6473;Puerto
2402;95;8899;Puerto
2403;18;4118;Bodega Norte
2404;179;509;Puerto
2405;96;5431;Bodega Norte
2406;64;6647;Bodega Norte
2407;321;1265;Bodega Sur
2408;443;872;Bodega Norte
2409;30;771;Bodega Sur
2410;351;465;Bodega Sur
2411;76;1099;Puerto
2412;74;2584;Bodega Sur
2413;201;2588;Puerto
2414;249;43;Puerto
2415;476;7477;Puerto
2416;65;1527;Puerto
2417;278;337;Puerto
2418;125;9830;Puerto
2419;439;6015;Bodega Sur
2420;477;8629;Bodega Sur
2421;416;936;Bodega Norte
2422;453;2018;Bodega Sur
2423;99;8812;Puerto
2424;116;6213;Puerto
2425;190;1735;Puerto
2426;303;669;Puerto
2427;39;7667;Bodega Sur
2428;240;6669;Bodega Sur
2429;332;4823;Bodega Sur
2430;104;3399;Puerto
2431;347;1871;Bodega Norte
2432;230;488;Bodega Norte
2433;110;9156;Puerto
2434;486;7256;Bodega Sur
2435;451;3467;Bodega Norte
2436;22;3849;Bodega Norte
2437;58;9190;Puerto
2438;247;9925;Bodega Norte
2439;47;4548;Bodega Sur
2440;459;6939;Puerto
2441;95;9082;Puerto
2442;320;7746;Bodega Sur
2443;193;2257;Bodega Sur
2444;321;2682;Puerto
2445;316;6622;Bodega Sur
2446;375;7744;Bodega Norte
2447;267;7377;Bodega Sur
2448;104;7535;Bodega Norte
2449;387;2395;Puerto
2450;487;7099;Puerto
2451;348;6921;Bodega Norte
2452;195;447;Bodega Norte
2453;33;9354;Bodega Sur
2454;123;8161;Bodega Norte
2455;219;9078;Bodega Sur
2456;244;5199;Bodega Norte
2457;116;5329;Puerto
2458;318;6126;Puerto
2459;185;1340;Puerto
2460;4;6223;Bodega Norte
2461;477;4610;Bodega Norte
2462;461;6379;Bodega Sur
2463;83;6301;Puerto
2464;56;850;Puerto
2465;30;3124;Bodega Sur
2466;441;6718;Bodega Norte
2467;191;9427;Bodega Sur
2468;462;1763;Bodega Sur
2469;314;8436;Bodega Norte
2470;410;2589;Bodega Norte
2471;235;1394;Bodega Norte
2472;414;4359;Puerto
2473;184;5115;Bodega Norte
2474;359;5282;Bodega Sur
2475;282;7801;Bodega Norte
2476;499;6273;Bodega Norte
2477;129;2602;Bodega Sur
2478;359;6054;Puerto
2479;446;5840;Bodega Sur
2480;135;9013;Bodega Sur
2481;36;7868;Bodega Norte
2482;365;6842;Bodega Norte
2483;158;4098;Puerto
2484;141;6537;Puerto
2485;194;9775;Bodega Sur
2486;318;9121;Puerto
2487;267;7573;Puerto
2488;239;4180;Puerto
2489;79;403;Bodega Norte
2490;228;1853;Bodega Sur
2491;56;9141;Bodega Sur
2492;359;7235;Bodega Sur
2493;248;9103;Puerto
2494;166;8953;Bodega Sur
2495;248;6348;Bodega Norte
2496;61;1254;Puerto
2497;5;9025;Bodega Sur
2498;103;666;Bodega Norte
2499;431;2999;Bodega Norte
2500;64;2147;Puerto
2501;495;5817;Bodega Norte
2502;477;9966;Bodega Norte
2503;20;7249;Puerto
2504;376;4527;Puerto
2505;107;2409;Puerto
2506;350;202;Bodega Norte
2507;158;4118;Bodega Norte
2508;218;6095;Puerto
2509;150;9906;Puerto
2510;314;5285;Bodega Norte
2511;498;8533;Bodega Norte
2512;34;8997;Bodega Norte
2513;327;870;Bodega Sur
2514;22;8400;Bodega Sur
2515;332;9841;Bodega Sur
2516;88;3669;Puerto
2517;374;6548;Bodega Sur
2518;50;7051;Puerto
2519;462;4811;Puerto
2520;16;3641;Bodega Sur
2521;367;7184;Bodega Norte
2522;98;2897;Bodega Sur
2523;141;2880;Bodega Norte
2524;496;5645;Bodega Norte
2525;483;2993;Puerto
2526;175;7152;Bodega Sur
2527;436;5234;Bodega Norte
2528;277;3207;Bodega Norte
2529;333;3984;Bodega Sur
2530;477;1648;Bodega Norte
2531;289;129;Bodega Sur
2532;183;3663;Bodega Norte
2533;307;7768;Bodega Sur
2534;365;9604;Bodega Norte
2535;91;1560;Puerto
2536;423;6472;Puerto
2537;365;8326;Bodega Sur
2538;428;5606;Puerto
2539;168;3626;Bodega Sur
2540;495;2588;Puerto
2541;127;6482;Bodega Norte
2542;256;6257;Bodega Norte
2543;478;1584;Bodega Sur
2544;195;4859;Bodega Norte
2545;326;8764;Bodega Norte
2546;229;4129;Bodega Norte
2547;393;5437;Bodega Norte
2548;24;3429;Bodega Norte
2549;176;3665;Bodega Norte
2550;149;25;Puerto
2551;222;6518;Puerto
2552;187;3001;Bodega Sur
2553;429;3061;Puerto
2554;125;5688;Bodega Sur
2555;204;8426;Bodega Norte
2556;91;4116;Puerto
2557;263;1327;Puerto
2558;424;7712;Bodega Sur
2559;405;2639;Bodega Norte
2560;221;6651;Bodega Norte
2561;93;2415;Puerto
2562;192;9291;Puerto
2563;185;9702;Bodega Norte
2564;257;5708;Bodega Norte
2565;271;7108;Bodega Sur
2566;59;8683;Puerto
2567;173;2244;Bodega Norte
2568;140;7471;Bodega Sur
2569;231;1908;Bodega Sur
2570;313;1615;Bodega Sur
2571;77;1338;Bodega Norte
2572;494;6590;Puerto
2573;302;9867;Bodega Norte
2574;181;4477;Puerto
2575;9;1622;Puerto
2576;18;6770;Bodega Sur
2577;264;8026;Bodega Norte
2578;221;8707;Bodega Sur
2579;69;114;Puerto
2580;153;3521;Bodega Norte
2581;460;3370;Bodega Norte
2582;278;1081;Puerto
2583;181;8602;Puerto
2584;232;7786;Bodega Sur
2585;216;8749;Bodega Norte
2586;355;845;Bodega Norte
2587;374;4133;Bodega Sur
2588;11;2799;Bodega Norte
2589;19;7724;Puerto
2590;236;8917;Bodega Norte
2591;388;9947;Puerto
2592;437;4762;Puerto
2593;264;2219;Puerto
2594;408;1397;Bodega Sur
2595;478;7958;Bodega Norte
2596;162;5207;Bodega Sur
2597;337;474;Puerto
2598;29;1594;Puerto
2599;32;8078;Puerto
2600;91;7838;Bodega Norte
2601;174;6223;Bodega Sur
2602;97;9035;Bodega Norte
2603;169;6690;Puerto
2604;430;1627;Bodega Sur
2605;309;4801;Bodega Norte
2606;421;5473;Bodega Sur
2607;67;428;Puerto
2608;397;6805;Puerto
2609;498;6670;Bodega Norte
2610;369;8978;Puerto
2611;127;8054;Bodega Sur
2612;271;1849;Bodega Norte
2613;363;9237;Bodega Sur
2614;368;9344;Bodega Sur
2615;402;9059;Bodega Sur
2616;27;8185;Bodega Norte
2617;500;235;Bodega Sur
2618;481;2963;Bodega Norte
2619;477;2091;Bodega Sur
2620;255;403;Bodega Norte
2621;473;9441;Bodega Norte
2622;171;3665;Puerto
2623;468;6525;Bodega Sur
2624;374;334;Bodega Sur
2625;73;7814;Bodega Sur
2626;152;3042;Bodega Norte
2627;338;184;Bodega Sur
2628;61;3046;Puerto
2629;12;2313;Puerto
2630;198;5705;Bodega Norte
2631;474;2588;Bodega Sur
2632;16;1794;Bodega Norte
2633;68;751;Puerto
2634;223;7359;Puerto
2635;417;4932;Puerto
2636;444;6063;Bodega Norte
2637;454;3541;Bodega Norte
2638;265;9529;Bodega Norte
2639;305;8003;Puerto
2640;135;8185;Puerto
2641;100;8679;Bodega Norte
2642;364;2325;Puerto
2643;330;6216;Bodega Norte
2644;455;3548;Puerto
2645;409;1238;Bodega Sur
2646;120;6061;Puerto
2647;48;3767;Bodega Sur
2648;357;3204;Puerto
2649;251;1161;Bodega Sur
2650;142;6041;Puerto
2651;298;1877;Bodega Norte
2652;472;3184;Bodega Sur
2653;15;5445;Bodega Norte
2654;96;2145;Bodega Norte
2655;415;5412;Puerto
2656;330;8480;Bodega Sur
2657;353;2493;Bodega Sur
2658;77;226;Bodega Sur
2659;430;5895;Puerto
2660;200;1886;Bodega Sur
2661;494;8438;Bodega Norte
2662;253;5129;Bodega Norte
2663;151;2714;Bodega Norte
2664;424;7334;Bodega Sur
2665;289;2141;Puerto
2666;117;5298;Bodega Norte
2667;281;2266;Bodega Norte
2668;57;1015;Bodega Norte
2669;361;9384;Puerto
2670;122;4243;Puerto
2671;93;484;Puerto
2672;299;9838;Bodega Norte
2673;297;54;Bodega Norte
2674;285;7608;Puerto
2675;65;8560;Bodega Norte
2676;303;9738;Bodega Sur
2677;79;6751;Bodega Sur
2678;363;1261;Puerto
2679;75;7755;Bodega Norte
2680;318;5199;Bodega Norte
2681;7;951;Bodega Sur
2682;119;1090;Puerto
2683;324;7798;Bodega Sur
2684;146;1445;Bodega Sur
2685;365;5766;Bodega Norte
2686;309;8360;Bodega Norte
2687;83;5382;Puerto
2688;462;5911;Puerto
2689;126;5988;Puerto
2690;274;6111;Bodega Sur
2691;125;4831;Bodega Norte
2692;12;7230;Bodega Sur
2693;164;4006;Bodega Sur
2694;23;5943;Bodega Norte
2695;211;4916;Bodega Sur
2696;181;7056;Puerto
2697;229;9626;Puerto
2698;112;676;Bodega Sur
2699;425;2566;Bodega Sur
2700;155;2665;Puerto
2701;383;9812;Puerto
2702;380;5763;Bodega Norte
2703;425;5749;Bodega Sur
2704;150;2934;Puerto
2705;303;8208;Bodega Sur
2706;44;3791;Bodega Sur
2707;498;9309;Puerto
2708;255;3508;Bodega Norte
2709;43;7793;Puerto
2710;278;7922;Puerto
2711;387;411;Bodega Sur
2712;6;3076;Bodega Sur
2713;180;3264;Puerto
2714;29;5857;Bodega Sur
2715;304;2022;Bodega Sur
2716;143;5844;Bodega Sur
2717;485;1;Bodega Norte
2718;309;5687;Puerto
2719;358;175;Bodega Sur
2720;395;6543;Bodega Sur
2721;68;6267;Bodega Norte
2722;388;4186;Puerto
2723;146;5716;Bodega Norte
2724;450;3103;Puerto
2725;280;4665;Bodega Norte
2726;293;6651;Bodega Norte
2727;252;1022;Bodega Norte
2728;78;5290;Puerto
2729;345;6656;Puerto
2730;93;1931;Puerto
2731;275;3395;Bodega Norte
2732;283;1254;Bodega Norte
2733;316;976;Puerto
2734;99;3378;Bodega Norte
2735;211;7975;Bodega Sur
2736;48;3125;Bodega Norte
2737;178;182;Bodega Norte
2738;36;7101;Puerto
2739;261;4626;Bodega Norte
2740;249;8233;Bodega Sur
2741;153;8514;Bodega Sur
2742;294;5909;Puerto
2743;1;9431;Puerto
2744;495;7250;Bodega Sur
2745;63;4481;Puerto
2746;115;2670;Bodega Sur
2747;136;1897;Bodega Norte
2748;62;5652;Puerto
2749;444;9140;Bodega Norte
2750;173;7249;Bodega Norte
2751;403;6894;Bodega Sur
2752;423;802;Bodega Norte
2753;357;3832;Bodega Sur
2754;109;6719;Puerto
2755;100;5223;Bodega Norte
2756;419;1125;Puerto
2757;399;4239;Puerto
2758;315;9856;Bodega Norte
2759;123;8587;Bodega Sur
2760;451;4042;Bodega Sur
2761;345;3181;Bodega Norte
2762;279;1421;Puerto
2763;490;7822;Bodega Sur
2764;403;8552;Puerto
2765;74;5747;Puerto
2766;315;3560;Puerto
2767;364;5365;Puerto
2768;246;7741;Bodega Norte
2769;69;4803;Bodega Norte
2770;81;9445;Puerto
2771;271;2234;Bodega Norte
2772;70;1147;Puerto
2773;375;383;Bodega Sur
2774;207;4320;Puerto
2775;214;2588;Bodega Sur
2776;39;3128;Puerto
2777;410;1121;Bodega Sur
2778;340;5209;Bodega Sur
2779;18;3971;Bodega Norte
2780;455;3176;Bodega Norte
2781;267;459;Bodega Norte
2782;442;78;Bodega Sur
2783;387;2866;Bodega Sur
2784;212;1250;Puerto
2785;493;9766;Bodega Sur
2786;439;5356;Puerto
2787;91;2196;Bodega Sur
2788;320;2560;Puerto
2789;94;5604;Bodega Sur
2790;166;531;Bodega Norte
2791;426;5248;Puerto
2792;137;9846;Puerto
2793;487;7589;Bodega Norte
2794;388;1379;Bodega Norte
2795;170;381;Bodega Sur
2796;6;4232;Bodega Norte
2797;402;3225;Bodega Norte
2798;277;5832;Puerto
2799;482;764;Puerto
2800;450;4622;Bodega Norte
2801;62;8536;Puerto
2802;159;2418;Bodega Sur
2803;390;3108;Puerto
2804;112;923;Bodega Norte
2805;289;2959;Bodega Norte
2806;427;8551;Bodega Norte
2807;164;2053;Bodega Norte
2808;250;6616;Bodega Norte
2809;146;9756;Bodega Norte
2810;370;2623;Bodega Sur
2811;455;6027;Bodega Norte
2812;385;4436;Bodega Sur
2813;79;3820;Bodega Sur
2814;192;44;Bodega Norte
2815;200;9016;Bodega Sur
2816;408;2628;Puerto
2817;306;9542;Bodega Sur
2818;416;2834;Bodega Norte
2819;85;374;Bodega Norte
2820;268;6306;Bodega Sur
2821;496;2829;Bodega Sur
2822;288;9776;Puerto
2823;337;1412;Bodega Sur
2824;401;3750;Bodega Norte
2825;115;846;Bodega Norte
2826;332;1216;Bodega Norte
2827;194;5956;Puerto
2828;307;8381;Bodega Sur
2829;315;2589;Bodega Norte
2830;122;7473;Bodega Sur
2831;391;5655;Bodega Sur
2832;471;5298;Puerto
2833;49;9237;Bodega Norte
2834;348;286;Bodega Norte
2835;300;916;Puerto
2836;128;3763;Bodega Sur
2837;270;5786;Puerto
2838;437;5478;Puerto
2839;77;3299;Puerto
2840;354;4756;Puerto
2841;123;4220;Puerto
2842;343;5089;Puerto
2843;121;9091;Bodega Sur
2844;425;7700;Bodega Sur
2845;464;107;Bodega Norte
2846;465;6682;Bodega Norte
2847;84;3335;Bodega Sur
2848;106;5034;Puerto
2849;253;4698;Bodega Norte
2850;68;334;Bodega Sur
2851;298;7086;Puerto
2852;173;4216;Puerto
2853;89;4518;Puerto
2854;210;5254;Bodega Sur
2855;16;9695;Bodega Sur
2856;363;4657;Puerto
2857;221;5663;Puerto
2858;82;7460;Puerto
2859;301;1680;Puerto
2860;25;5658;Bodega Sur
2861;63;5072;Puerto
2862;430;7502;Puerto
2863;338;1320;Bodega Norte
2864;398;2455;Puerto
2865;135;6309;Bodega Norte
2866;273;8364;Puerto
2867;247;9938;Bodega Norte
2868;21;2380;Bodega Sur
2869;119;8147;Bodega Sur
2870;483;5883;Bodega Norte
2871;1;7908;Puerto
2872;326;7670;Bodega Sur
2873;16;5190;Puerto
2874;319;6280;Bodega Sur
2875;343;721;Bodega Sur
2876;387;5509;Bodega Norte
2877;473;969;Puerto
2878;138;851;Bodega Sur
2879;64;1538;Bodega Norte
2880;292;2034;Puerto
2881;150;6354;Bodega Norte
2882;139;3817;Bodega Norte
2883;480;535;Bodega Sur
2884;312;3824;Bodega Norte
2885;330;7787;Puerto
2886;330;1416;Bodega Norte
2887;95;8898;Bodega Sur
2888;415;3381;Puerto
2889;369;3409;Puerto
2890;196;3958;Puerto
2891;15;1336;Puerto
2892;10;7531;Bodega Sur
2893;354;6880;Puerto
2894;370;3252;Bodega Sur
2895;302;4280;Bodega Sur
2896;163;9236;Puerto
2897;208;5074;Bodega Sur
2898;277;6046;Bodega Sur
2899;194;3287;Bodega Sur
2900;379;9233;Bodega Norte
2901;58;1351;Bodega Sur
2902;442;5610;Bodega Norte
2903;165;2282;Bodega Sur
2904;481;3888;Puerto
2905;41;4455;Puerto
2906;185;41;Bodega Norte
2907;411;3150;Bodega Norte
2908;69;8536;Puerto
2909;48;6572;Bodega Sur
2910;43;5931;Bodega Sur
2911;84;2013;Puerto
2912;453;3745;Bodega Norte
2913;26;8968;Puerto
2914;29;1692;Puerto
2915;31;4925;Puerto
2916;116;2810;Bodega Sur
2917;148;6982;Bodega Norte
2918;418;243;Bodega Sur
2919;11;581;Bodega Sur
2920;142;3500;Bodega Norte
2921;318;796;Bodega Norte
2922;217;1579;Bodega Norte
2923;336;3985;Puerto
2924;141;3479;Bodega Norte
2925;316;8317;Bodega Sur
2926;415;5256;Bodega Norte
2927;488;2672;Bodega Norte
2928;218;3161;Bodega Sur
2929;90;6292;Bodega Sur
2930;73;9157;Bodega Norte
2931;363;3850;Bodega Sur
2932;23;8441;Puerto
2933;233;4838;Bodega Norte
2934;64;2065;Bodega Sur
2935;196;3154;Bodega Sur
2936;350;5960;Bodega Norte
2937;424;8254;Bodega Norte
2938;56;4193;Bodega Sur
2939;409;2022;Bodega Norte
2940;333;7029;Bodega Sur
2941;423;6564;Puerto
2942;255;3617;Bodega Sur
2943;148;851;Bodega Norte
2944;89;7432;Bodega Sur
2945;272;2344;Bodega Norte
2946;211;8742;Bodega Sur
2947;150;3036;Bodega Norte
2948;121;6638;Bodega Sur
2949;167;526;Puerto
2950;209;7028;Bodega Norte
2951;261;2301;Bodega Sur
2952;318;19;Puerto
2953;66;5180;Puerto
2954;253;2271;Bodega Sur
2955;405;6137;Bodega Sur
2956;223;571;Bodega Norte
2957;449;8703;Bodega Norte
2958;98;1776;Puerto
2959;298;3779;Bodega Sur
2960;49;9428;Bodega Sur
2961;257;1582;Bodega Norte
2962;486;4734;Puerto
2963;122;5850;Puerto
2964;5;8146;Puerto
2965;168;3689;Bodega Sur
2966;138;9401;Puerto
2967;318;2861;Puerto
2968;148;1735;Bodega Sur
2969;73;920;Bodega Sur
2970;263;3064;Bodega Norte
2971;242;4594;Bodega Sur
2972;47;2212;Puerto
2973;371;7023;Bodega Sur
2974;262;9117;Bodega Norte
