ID_venta;ID_cliente;ID_producto;Cantidad;Precio_total_CLP;Fecha_venta
1306;215;454;150;18289.0;2021-02-24 09:00:00
1307;1190;119;246;591567.0;2021-02-24 10:00:00
1308;672;304;188;;2021-02-24 11:00:00
1309;988;209;150;840184.0;2021-02-24 12:00:00
1310;1017;500;101;526530.0;2021-02-24 13:00:00
1311;569;41;478;964989.0;2021-02-24 14:00:00
1312;432;191;160;651553.0;2021-02-24 15:00:00
1313;8;74;473;633936.0;2021-02-24 16:00:00
1314;737;226;164;181087.0;2021-02-24 17:00:00
1315;729;297;81;87782.0;2021-02-24 18:00:00
1316;1308;142;35;484579.0;2021-02-24 19:00:00
1317;1044;392;286;645064.0;2021-02-24 20:00:00
1318;87;164;19;193358.0;2021-02-24 21:00:00
1319;260;399;191;335815.0;2021-02-24 22:00:00
1320;190;434;322;462699.0;2021-02-24 23:00:00
1321;682;68;35;834037.0;2021-02-25 00:00:00
1322;1408;216;190;389488.0;2021-02-25 01:00:00
1323;1233;85;240;593720.0;2021-02-25 02:00:00
1324;838;267;5;60925.0;2021-02-25 03:00:00
1325;727;479;202;668465.0;2021-02-25 04:00:00
1326;359;472;371;27880.0;2021-02-25 05:00:00
1327;572;116;8;984909.0;2021-02-25 06:00:00
1328;1382;213;47;750414.0;2021-02-25 07:00:00
1329;123;178;283;963226.0;2021-02-25 08:00:00
1330;1161;353;57;440212.0;2021-02-25 09:00:00
1331;1075;231;143;395767.0;2021-02-25 10:00:00
1332;138;85;166;101023.0;2021-02-25 11:00:00
1333;62;409;200;450662.0;2021-02-25 12:00:00
1334;1920;61;186;965364.0;2021-02-25 13:00:00
1335;568;226;470;717161.0;2021-02-25 14:00:00
1336;1329;248;190;790127.0;2021-02-25 15:00:00
1337;617;177;41;477094.0;2021-02-25 16:00:00
1338;293;473;434;537464.0;2021-02-25 17:00:00
1339;113;336;36;460066.0;2021-02-25 18:00:00
1340;1227;143;60;;2021-02-25 19:00:00
1341;1409;312;393;490625.0;2021-02-25 20:00:00
1342;856;106;490;623478.0;2021-02-25 21:00:00
1343;89;152;129;296905.0;2021-02-25 22:00:00
1344;1473;141;446;264800.0;2021-02-25 23:00:00
1345;1503;34;322;698683.0;2021-02-26 00:00:00
1346;170;280;429;673755.0;2021-02-26 01:00:00
1347;238;159;23;698307.0;2021-02-26 02:00:00
1348;843;325;91;401529.0;2021-02-26 03:00:00
1349;125;291;253;181099.0;2021-02-26 04:00:00
1350;167;398;336;168029.0;2021-02-26 05:00:00
1351;954;149;311;363475.0;2021-02-26 06:00:00
1352;1646;46;354;67173.0;2021-02-26 07:00:00
1353;614;257;453;950279.0;2021-02-26 08:00:00
1354;1364;348;198;271953.0;2021-02-26 09:00:00
1355;1398;168;343;938087.0;2021-02-26 10:00:00
1356;57;36;458;336300.0;2021-02-26 11:00:00
1357;1569;244;205;385496.0;2021-02-26 12:00:00
1358;1372;193;199;455369.0;2021-02-26 13:00:00
1359;353;426;122;660397.0;2021-02-26 14:00:00
1360;1097;63;281;238444.0;2021-02-26 15:00:00
1361;1825;315;128;131653.0;2021-02-26 16:00:00
1362;1187;321;90;634067.0;2021-02-26 17:00:00
1363;262;125;167;909459.0;2021-02-26 18:00:00
1364;1454;446;311;197687.0;2021-02-26 19:00:00
1365;678;221;267;469805.0;2021-02-26 20:00:00
1366;1496;21;412;530533.0;2021-02-26 21:00:00
1367;433;61;314;262955.0;2021-02-26 22:00:00
1368;1816;430;29;602792.0;2021-02-26 23:00:00
1369;1093;322;443;260528.0;2021-02-27 00:00:00
1370;301;11;122;374327.0;2021-02-27 01:00:00
1371;632;480;155;448557.0;2021-02-27 02:00:00
1372;84;153;418;87439.0;2021-02-27 03:00:00
1373;1301;366;170;344552.0;2021-02-27 04:00:00
1374;719;312;303;880273.0;2021-02-27 05:00:00
1375;972;99;271;367395.0;2021-02-27 06:00:00
1376;581;402;46;460731.0;2021-02-27 07:00:00
1377;988;351;33;334022.0;2021-02-27 08:00:00
1378;287;246;124;586435.0;2021-02-27 09:00:00
1379;1390;33;346;591659.0;2021-02-27 10:00:00
1380;341;57;360;682550.0;2021-02-27 11:00:00
1381;784;468;126;302002.0;2021-02-27 12:00:00
1382;1193;202;375;159024.0;2021-02-27 13:00:00
1383;406;456;160;973829.0;2021-02-27 14:00:00
1384;994;354;333;266449.0;2021-02-27 15:00:00
1385;811;451;87;542917.0;2021-02-27 16:00:00
1386;1317;3;461;982305.0;2021-02-27 17:00:00
1387;1439;220;432;113047.0;2021-02-27 18:00:00
1388;291;262;94;321932.0;2021-02-27 19:00:00
1389;1371;350;132;158542.0;2021-02-27 20:00:00
1390;1141;331;361;178936.0;2021-02-27 21:00:00
1391;288;297;27;771915.0;2021-02-27 22:00:00
1392;141;264;192;339520.0;2021-02-27 23:00:00
1393;1422;179;206;47660.0;2021-02-28 00:00:00
1394;257;58;349;395016.0;2021-02-28 01:00:00
1395;1906;178;102;402598.0;2021-02-28 02:00:00
1396;410;385;452;967756.0;2021-02-28 03:00:00
1397;93;27;272;118533.0;2021-02-28 04:00:00
1398;820;164;125;904903.0;2021-02-28 05:00:00
1399;1248;370;29;900824.0;2021-02-28 06:00:00
1400;37;119;215;786426.0;2021-02-28 07:00:00
1401;146;421;428;437146.0;2021-02-28 08:00:00
1402;1432;191;375;960304.0;2021-02-28 09:00:00
1403;1419;66;266;677348.0;2021-02-28 10:00:00
1404;1283;339;238;886072.0;2021-02-28 11:00:00
1405;1755;262;188;436236.0;2021-02-28 12:00:00
1406;1938;94;377;582408.0;2021-02-28 13:00:00
1407;1688;146;327;909476.0;2021-02-28 14:00:00
1408;1585;495;476;183108.0;2021-02-28 15:00:00
1409;1197;474;387;195677.0;2021-02-28 16:00:00
1410;1054;158;328;519472.0;2021-02-28 17:00:00
1411;412;334;431;431328.0;2021-02-28 18:00:00
1412;643;152;210;611107.0;2021-02-28 19:00:00
1413;868;246;357;847371.0;2021-02-28 20:00:00
1414;232;61;172;340478.0;2021-02-28 21:00:00
1415;1457;73;479;430136.0;2021-02-28 22:00:00
1416;1415;355;161;459404.0;2021-02-28 23:00:00
1417;1367;4;167;471629.0;2021-03-01 00:00:00
1418;1054;75;9;757483.0;2021-03-01 01:00:00
1419;175;106;25;;2021-03-01 02:00:00
1420;447;216;214;812880.0;2021-03-01 03:00:00
1421;503;382;228;603353.0;2021-03-01 04:00:00
1422;1205;5;64;375687.0;2021-03-01 05:00:00
1423;82;316;136;146121.0;2021-03-01 06:00:00
1424;1379;76;364;662063.0;2021-03-01 07:00:00
1425;975;91;435;735518.0;2021-03-01 08:00:00
1426;1397;481;230;917303.0;2021-03-01 09:00:00
1427;1565;153;437;86176.0;2021-03-01 10:00:00
1428;1796;188;339;897106.0;2021-03-01 11:00:00
1429;1276;449;11;870108.0;2021-03-01 12:00:00
1430;877;316;370;879694.0;2021-03-01 13:00:00
1431;185;162;456;927876.0;2021-03-01 14:00:00
1432;400;315;315;382611.0;2021-03-01 15:00:00
1433;812;178;153;826451.0;2021-03-01 16:00:00
1434;955;365;382;336114.0;2021-03-01 17:00:00
1435;932;247;259;128156.0;2021-03-01 18:00:00
1436;1584;324;41;272652.0;2021-03-01 19:00:00
1437;1810;473;75;742636.0;2021-03-01 20:00:00
1438;1735;304;52;157991.0;2021-03-01 21:00:00
1439;285;240;325;84853.0;2021-03-01 22:00:00
1440;1195;338;197;897631.0;2021-03-01 23:00:00
1441;1584;374;244;322399.0;2021-03-02 00:00:00
1442;1497;215;274;289308.0;2021-03-02 01:00:00
1443;1743;33;210;605940.0;2021-03-02 02:00:00
1444;456;461;223;262895.0;2021-03-02 03:00:00
1445;1877;299;448;857919.0;2021-03-02 04:00:00
1446;1646;435;477;336210.0;2021-03-02 05:00:00
1447;1621;140;191;487492.0;2021-03-02 06:00:00
1448;267;226;263;779030.0;2021-03-02 07:00:00
1449;1305;211;31;;2021-03-02 08:00:00
1450;57;463;428;351859.0;2021-03-02 09:00:00
1451;1382;370;115;172183.0;2021-03-02 10:00:00
1452;967;368;337;671459.0;2021-03-02 11:00:00
1453;1400;427;71;463472.0;2021-03-02 12:00:00
1454;1693;343;4;284638.0;2021-03-02 13:00:00
1455;649;189;375;480669.0;2021-03-02 14:00:00
1456;206;452;331;962672.0;2021-03-02 15:00:00
1457;960;12;51;366492.0;2021-03-02 16:00:00
1458;1958;24;495;628618.0;2021-03-02 17:00:00
1459;850;90;228;688472.0;2021-03-02 18:00:00
1460;225;313;363;695718.0;2021-03-02 19:00:00
1461;1434;499;20;700594.0;2021-03-02 20:00:00
1462;1370;294;14;716372.0;2021-03-02 21:00:00
1463;1109;141;122;285591.0;2021-03-02 22:00:00
1464;1979;36;362;816295.0;2021-03-02 23:00:00
1465;937;117;124;261348.0;2021-03-03 00:00:00
1466;831;257;409;63798.0;2021-03-03 01:00:00
1467;1534;357;200;968029.0;2021-03-03 02:00:00
1468;1428;452;411;413912.0;2021-03-03 03:00:00
1469;1610;379;456;406536.0;2021-03-03 04:00:00
1470;1662;327;44;307856.0;2021-03-03 05:00:00
1471;1700;106;365;178960.0;2021-03-03 06:00:00
1472;851;89;445;684408.0;2021-03-03 07:00:00
1473;1419;169;243;599870.0;2021-03-03 08:00:00
1474;40;494;369;890595.0;2021-03-03 09:00:00
1475;32;203;90;65229.0;2021-03-03 10:00:00
1476;1677;427;68;91611.0;2021-03-03 11:00:00
1477;1926;326;384;626432.0;2021-03-03 12:00:00
1478;1818;467;396;495064.0;2021-03-03 13:00:00
1479;125;375;33;574630.0;2021-03-03 14:00:00
1480;1272;141;416;346882.0;2021-03-03 15:00:00
1481;1349;349;171;827104.0;2021-03-03 16:00:00
1482;211;26;245;436152.0;2021-03-03 17:00:00
1483;1003;228;276;59107.0;2021-03-03 18:00:00
1484;749;299;238;50352.0;2021-03-03 19:00:00
1485;1857;268;41;560865.0;2021-03-03 20:00:00
1486;724;140;46;820802.0;2021-03-03 21:00:00
1487;1974;176;226;282505.0;2021-03-03 22:00:00
1488;1258;294;460;596955.0;2021-03-03 23:00:00
1489;897;406;33;156994.0;2021-03-04 00:00:00
1490;1665;395;368;227617.0;2021-03-04 01:00:00
1491;381;478;246;367475.0;2021-03-04 02:00:00
1492;1126;336;407;202517.0;2021-03-04 03:00:00
1493;1262;499;46;581388.0;2021-03-04 04:00:00
1494;1939;420;228;512547.0;2021-03-04 05:00:00
1495;1562;195;212;704502.0;2021-03-04 06:00:00
1496;83;204;147;544101.0;2021-03-04 07:00:00
1497;125;195;200;21953.0;2021-03-04 08:00:00
1498;1832;279;51;73881.0;2021-03-04 09:00:00
1499;1146;494;486;736807.0;2021-03-04 10:00:00
1500;1442;28;192;747136.0;2021-03-04 11:00:00
1501;1061;450;297;819547.0;2021-03-04 12:00:00
1502;1674;87;172;243028.0;2021-03-04 13:00:00
1503;1705;338;213;289163.0;2021-03-04 14:00:00
1504;1104;247;177;424989.0;2021-03-04 15:00:00
1505;1247;124;373;568711.0;2021-03-04 16:00:00
1506;504;128;204;700924.0;2021-03-04 17:00:00
1507;794;493;55;795089.0;2021-03-04 18:00:00
1508;609;327;385;12469.0;2021-03-04 19:00:00
1509;1294;406;272;691562.0;2021-03-04 20:00:00
1510;1720;491;272;328042.0;2021-03-04 21:00:00
1511;1684;249;455;404028.0;2021-03-04 22:00:00
1512;69;178;224;315675.0;2021-03-04 23:00:00
1513;1488;194;119;863898.0;2021-03-05 00:00:00
1514;384;63;9;368277.0;2021-03-05 01:00:00
1515;1260;249;217;741980.0;2021-03-05 02:00:00
1516;1467;222;102;658020.0;2021-03-05 03:00:00
1517;3;82;459;837382.0;2021-03-05 04:00:00
1518;161;440;82;724086.0;2021-03-05 05:00:00
1519;1555;350;114;390953.0;2021-03-05 06:00:00
1520;1168;347;483;991518.0;2021-03-05 07:00:00
1521;1393;7;47;941788.0;2021-03-05 08:00:00
1522;1305;400;22;242543.0;2021-03-05 09:00:00
1523;1350;49;377;685851.0;2021-03-05 10:00:00
1524;839;311;96;371902.0;2021-03-05 11:00:00
1525;282;280;273;727452.0;2021-03-05 12:00:00
1526;1130;163;477;531934.0;2021-03-05 13:00:00
1527;168;142;251;57644.0;2021-03-05 14:00:00
1528;265;379;150;131269.0;2021-03-05 15:00:00
1529;648;110;99;478814.0;2021-03-05 16:00:00
1530;1957;415;307;826078.0;2021-03-05 17:00:00
1531;251;337;483;433456.0;2021-03-05 18:00:00
1532;1714;207;204;787657.0;2021-03-05 19:00:00
1533;94;361;126;944662.0;2021-03-05 20:00:00
1534;1649;425;208;98915.0;2021-03-05 21:00:00
1535;143;33;68;479454.0;2021-03-05 22:00:00
1536;1097;371;145;488160.0;2021-03-05 23:00:00
1537;546;454;320;483449.0;2021-03-06 00:00:00
1538;1427;20;376;395614.0;2021-03-06 01:00:00
1539;1864;348;56;818543.0;2021-03-06 02:00:00
1540;1413;11;17;927382.0;2021-03-06 03:00:00
1541;1869;280;105;937084.0;2021-03-06 04:00:00
1542;1233;314;205;464831.0;2021-03-06 05:00:00
1543;432;386;208;28360.0;2021-03-06 06:00:00
1544;390;419;22;400183.0;2021-03-06 07:00:00
1545;350;417;27;480429.0;2021-03-06 08:00:00
1546;224;136;215;648450.0;2021-03-06 09:00:00
1547;279;246;56;997807.0;2021-03-06 10:00:00
1548;1615;284;364;47545.0;2021-03-06 11:00:00
1549;491;296;481;734290.0;2021-03-06 12:00:00
1550;1948;293;6;897363.0;2021-03-06 13:00:00
1551;967;453;10;584115.0;2021-03-06 14:00:00
1552;1859;295;2;698689.0;2021-03-06 15:00:00
1553;919;268;89;194200.0;2021-03-06 16:00:00
1554;1833;250;51;420194.0;2021-03-06 17:00:00
1555;1312;466;5;319898.0;2021-03-06 18:00:00
1556;1590;131;270;897926.0;2021-03-06 19:00:00
1557;1058;356;323;218598.0;2021-03-06 20:00:00
1558;421;171;239;490074.0;2021-03-06 21:00:00
1559;1979;24;264;94891.0;2021-03-06 22:00:00
1560;361;333;412;63838.0;2021-03-06 23:00:00
1561;643;400;418;852369.0;2021-03-07 00:00:00
1562;1827;160;387;137759.0;2021-03-07 01:00:00
1563;298;374;383;620544.0;2021-03-07 02:00:00
1564;1005;304;492;615252.0;2021-03-07 03:00:00
1565;1541;367;51;224554.0;2021-03-07 04:00:00
1566;980;382;49;191789.0;2021-03-07 05:00:00
1567;1321;29;96;621200.0;2021-03-07 06:00:00
1568;1986;63;479;112386.0;2021-03-07 07:00:00
1569;1425;351;89;738565.0;2021-03-07 08:00:00
1570;1143;485;61;526748.0;2021-03-07 09:00:00
1571;1390;99;442;168062.0;2021-03-07 10:00:00
1572;874;267;443;514146.0;2021-03-07 11:00:00
1573;1562;483;438;461044.0;2021-03-07 12:00:00
1574;1061;170;415;810633.0;2021-03-07 13:00:00
1575;544;273;131;719895.0;2021-03-07 14:00:00
1576;653;317;84;853911.0;2021-03-07 15:00:00
1577;353;377;51;492405.0;2021-03-07 16:00:00
1578;1220;440;101;532539.0;2021-03-07 17:00:00
1579;1794;219;329;279314.0;2021-03-07 18:00:00
1580;422;224;375;330886.0;2021-03-07 19:00:00
1581;564;331;314;68073.0;2021-03-07 20:00:00
1582;890;193;33;155722.0;2021-03-07 21:00:00
1583;1601;323;400;786506.0;2021-03-07 22:00:00
1584;231;170;350;59045.0;2021-03-07 23:00:00
1585;278;141;222;976684.0;2021-03-08 00:00:00
1586;1830;271;391;862878.0;2021-03-08 01:00:00
1587;1070;228;318;53086.0;2021-03-08 02:00:00
1588;78;466;425;864550.0;2021-03-08 03:00:00
1589;1743;97;342;456390.0;2021-03-08 04:00:00
1590;550;481;457;378454.0;2021-03-08 05:00:00
1591;1140;405;42;728743.0;2021-03-08 06:00:00
1592;1065;25;177;249979.0;2021-03-08 07:00:00
1593;1372;193;101;934280.0;2021-03-08 08:00:00
1594;1759;457;218;57320.0;2021-03-08 09:00:00
1595;1018;142;350;731105.0;2021-03-08 10:00:00
1596;1392;355;196;91176.0;2021-03-08 11:00:00
1597;437;235;249;632751.0;2021-03-08 12:00:00
1598;98;12;197;746511.0;2021-03-08 13:00:00
1599;1597;481;82;213841.0;2021-03-08 14:00:00
1600;864;418;332;81290.0;2021-03-08 15:00:00
1601;1933;236;499;152886.0;2021-03-08 16:00:00
1602;459;462;119;475861.0;2021-03-08 17:00:00
1603;1830;433;200;851313.0;2021-03-08 18:00:00
1604;786;280;247;991485.0;2021-03-08 19:00:00
1605;16;52;138;678526.0;2021-03-08 20:00:00
1606;1946;457;66;17739.0;2021-03-08 21:00:00
1607;179;91;58;79046.0;2021-03-08 22:00:00
1608;1964;86;338;631982.0;2021-03-08 23:00:00
1609;1138;461;258;200366.0;2021-03-09 00:00:00
1610;395;298;282;281227.0;2021-03-09 01:00:00
1611;775;314;242;816042.0;2021-03-09 02:00:00
1612;659;297;20;82842.0;2021-03-09 03:00:00
1613;141;220;63;764676.0;2021-03-09 04:00:00
1614;887;384;291;565430.0;2021-03-09 05:00:00
1615;651;228;25;349131.0;2021-03-09 06:00:00
1616;1880;360;338;305645.0;2021-03-09 07:00:00
1617;840;146;117;439392.0;2021-03-09 08:00:00
1618;1575;2;91;58404.0;2021-03-09 09:00:00
1619;369;305;114;620100.0;2021-03-09 10:00:00
1620;671;174;249;502375.0;2021-03-09 11:00:00
1621;853;282;371;872265.0;2021-03-09 12:00:00
1622;1105;361;319;58578.0;2021-03-09 13:00:00
1623;1218;2;258;180712.0;2021-03-09 14:00:00
1624;1199;51;205;735958.0;2021-03-09 15:00:00
1625;799;495;252;463643.0;2021-03-09 16:00:00
1626;1573;322;308;27959.0;2021-03-09 17:00:00
1627;1765;430;73;45351.0;2021-03-09 18:00:00
1628;29;489;86;113623.0;2021-03-09 19:00:00
1629;43;301;359;881478.0;2021-03-09 20:00:00
1630;739;321;143;888457.0;2021-03-09 21:00:00
1631;1552;361;375;125307.0;2021-03-09 22:00:00
1632;16;333;124;961113.0;2021-03-09 23:00:00
1633;1448;71;403;741265.0;2021-03-10 00:00:00
1634;1443;420;206;997430.0;2021-03-10 01:00:00
1635;1157;149;400;807523.0;2021-03-10 02:00:00
1636;1594;266;301;182779.0;2021-03-10 03:00:00
1637;1120;249;469;827499.0;2021-03-10 04:00:00
1638;1800;229;170;;2021-03-10 05:00:00
1639;1609;261;435;193702.0;2021-03-10 06:00:00
1640;94;416;139;205781.0;2021-03-10 07:00:00
1641;109;210;483;129915.0;2021-03-10 08:00:00
1642;392;20;367;337194.0;2021-03-10 09:00:00
1643;413;63;379;660806.0;2021-03-10 10:00:00
1644;282;434;125;879676.0;2021-03-10 11:00:00
1645;484;65;195;544044.0;2021-03-10 12:00:00
1646;1753;36;223;394789.0;2021-03-10 13:00:00
1647;23;231;442;330447.0;2021-03-10 14:00:00
1648;1158;85;404;299681.0;2021-03-10 15:00:00
1649;1752;101;84;511200.0;2021-03-10 16:00:00
1650;71;178;343;433375.0;2021-03-10 17:00:00
1651;755;423;468;844824.0;2021-03-10 18:00:00
1652;1819;151;499;179640.0;2021-03-10 19:00:00
1653;737;72;453;179341.0;2021-03-10 20:00:00
1654;16;442;488;800285.0;2021-03-10 21:00:00
1655;488;32;127;824763.0;2021-03-10 22:00:00
1656;1928;47;287;109674.0;2021-03-10 23:00:00
1657;558;79;294;892886.0;2021-03-11 00:00:00
1658;1146;166;410;992262.0;2021-03-11 01:00:00
1659;856;337;106;606665.0;2021-03-11 02:00:00
1660;48;85;28;14493.0;2021-03-11 03:00:00
1661;453;138;284;423086.0;2021-03-11 04:00:00
1662;335;94;316;923067.0;2021-03-11 05:00:00
1663;336;71;217;130678.0;2021-03-11 06:00:00
1664;744;76;305;409997.0;2021-03-11 07:00:00
1665;284;168;369;695924.0;2021-03-11 08:00:00
1666;1331;497;177;713243.0;2021-03-11 09:00:00
1667;1988;400;273;539294.0;2021-03-11 10:00:00
1668;699;185;46;813133.0;2021-03-11 11:00:00
1669;391;487;440;686186.0;2021-03-11 12:00:00
1670;1487;20;60;934928.0;2021-03-11 13:00:00
1671;420;500;29;564635.0;2021-03-11 14:00:00
1672;575;179;200;615630.0;2021-03-11 15:00:00
1673;553;422;164;806633.0;2021-03-11 16:00:00
1674;66;408;23;457280.0;2021-03-11 17:00:00
1675;1830;475;411;385118.0;2021-03-11 18:00:00
1676;654;491;89;749942.0;2021-03-11 19:00:00
1677;552;254;255;286179.0;2021-03-11 20:00:00
1678;1805;70;425;834849.0;2021-03-11 21:00:00
1679;1324;401;159;57592.0;2021-03-11 22:00:00
1680;717;388;444;790245.0;2021-03-11 23:00:00
1681;572;450;249;540910.0;2021-03-12 00:00:00
1682;763;210;211;760750.0;2021-03-12 01:00:00
1683;1384;28;116;15411.0;2021-03-12 02:00:00
1684;342;34;127;667726.0;2021-03-12 03:00:00
1685;1938;439;57;960059.0;2021-03-12 04:00:00
1686;329;37;7;657360.0;2021-03-12 05:00:00
1687;294;223;12;492392.0;2021-03-12 06:00:00
1688;787;491;442;877884.0;2021-03-12 07:00:00
1689;1669;362;236;272382.0;2021-03-12 08:00:00
1690;182;454;221;887513.0;2021-03-12 09:00:00
1691;743;411;29;794356.0;2021-03-12 10:00:00
1692;236;289;38;990057.0;2021-03-12 11:00:00
1693;822;370;64;194872.0;2021-03-12 12:00:00
1694;161;202;131;274306.0;2021-03-12 13:00:00
1695;403;366;36;474044.0;2021-03-12 14:00:00
1696;1859;130;445;647497.0;2021-03-12 15:00:00
1697;1244;444;396;613794.0;2021-03-12 16:00:00
1698;519;455;470;351823.0;2021-03-12 17:00:00
1699;169;173;446;493632.0;2021-03-12 18:00:00
1700;1899;372;140;679315.0;2021-03-12 19:00:00
1701;1200;9;295;386567.0;2021-03-12 20:00:00
1702;175;254;144;457638.0;2021-03-12 21:00:00
1703;425;385;394;383365.0;2021-03-12 22:00:00
1704;559;74;483;948822.0;2021-03-12 23:00:00
1705;1099;450;474;538681.0;2021-03-13 00:00:00
1706;867;19;175;369473.0;2021-03-13 01:00:00
1707;15;364;398;442336.0;2021-03-13 02:00:00
1708;1750;275;17;750204.0;2021-03-13 03:00:00
1709;121;369;307;672033.0;2021-03-13 04:00:00
1710;884;174;183;772970.0;2021-03-13 05:00:00
1711;1639;42;364;509107.0;2021-03-13 06:00:00
1712;1138;225;19;971078.0;2021-03-13 07:00:00
1713;379;190;325;451940.0;2021-03-13 08:00:00
1714;1357;341;252;662044.0;2021-03-13 09:00:00
1715;99;55;147;245900.0;2021-03-13 10:00:00
1716;1634;243;38;741601.0;2021-03-13 11:00:00
1717;1380;291;16;875602.0;2021-03-13 12:00:00
1718;592;188;4;646029.0;2021-03-13 13:00:00
1719;137;341;300;57167.0;2021-03-13 14:00:00
1720;1173;38;379;962654.0;2021-03-13 15:00:00
1721;339;304;298;313370.0;2021-03-13 16:00:00
1722;1170;217;367;141842.0;2021-03-13 17:00:00
1723;1820;49;187;302739.0;2021-03-13 18:00:00
1724;275;475;468;257454.0;2021-03-13 19:00:00
1725;419;478;484;241774.0;2021-03-13 20:00:00
1726;236;239;161;465334.0;2021-03-13 21:00:00
1727;1500;37;78;368258.0;2021-03-13 22:00:00
1728;80;328;340;545857.0;2021-03-13 23:00:00
1729;1288;289;257;636601.0;2021-03-14 00:00:00
1730;893;178;469;407445.0;2021-03-14 01:00:00
1731;679;391;251;831973.0;2021-03-14 02:00:00
1732;494;76;284;594460.0;2021-03-14 03:00:00
1733;1534;175;70;707278.0;2021-03-14 04:00:00
1734;1772;321;91;451025.0;2021-03-14 05:00:00
1735;268;251;473;977072.0;2021-03-14 06:00:00
1736;1541;275;136;517470.0;2021-03-14 07:00:00
1737;407;458;298;390310.0;2021-03-14 08:00:00
1738;197;149;21;889516.0;2021-03-14 09:00:00
1739;56;171;476;147637.0;2021-03-14 10:00:00
1740;1079;258;286;738082.0;2021-03-14 11:00:00
1741;1127;457;311;452690.0;2021-03-14 12:00:00
1742;1678;107;52;228324.0;2021-03-14 13:00:00
1743;546;117;84;922483.0;2021-03-14 14:00:00
1744;338;351;32;753094.0;2021-03-14 15:00:00
1745;673;15;205;77627.0;2021-03-14 16:00:00
1746;1559;185;415;121342.0;2021-03-14 17:00:00
1747;1276;117;422;406678.0;2021-03-14 18:00:00
1748;1453;175;164;598709.0;2021-03-14 19:00:00
1749;1048;496;311;367694.0;2021-03-14 20:00:00
1750;1946;329;65;646355.0;2021-03-14 21:00:00
1751;484;292;451;682329.0;2021-03-14 22:00:00
1752;1342;319;325;272588.0;2021-03-14 23:00:00
1753;48;364;450;696922.0;2021-03-15 00:00:00
1754;1950;454;376;704440.0;2021-03-15 01:00:00
1755;1112;200;340;376762.0;2021-03-15 02:00:00
1756;1908;363;36;;2021-03-15 03:00:00
1757;1411;315;72;650067.0;2021-03-15 04:00:00
1758;112;221;94;323950.0;2021-03-15 05:00:00
1759;1287;115;37;268256.0;2021-03-15 06:00:00
1760;656;410;308;629121.0;2021-03-15 07:00:00
1761;1377;371;218;474363.0;2021-03-15 08:00:00
1762;1643;91;190;716721.0;2021-03-15 09:00:00
1763;7;114;490;517761.0;2021-03-15 10:00:00
1764;113;375;144;534876.0;2021-03-15 11:00:00
1765;1037;144;487;877995.0;2021-03-15 12:00:00
1766;214;448;108;828841.0;2021-03-15 13:00:00
1767;1767;285;261;656683.0;2021-03-15 14:00:00
1768;1594;463;257;747729.0;2021-03-15 15:00:00
1769;1527;322;402;956304.0;2021-03-15 16:00:00
1770;834;275;267;846236.0;2021-03-15 17:00:00
1771;901;472;446;604542.0;2021-03-15 18:00:00
1772;1367;180;449;630134.0;2021-03-15 19:00:00
1773;286;214;35;638578.0;2021-03-15 20:00:00
1774;502;245;464;163121.0;2021-03-15 21:00:00
1775;537;304;37;629586.0;2021-03-15 22:00:00
1776;736;72;18;618342.0;2021-03-15 23:00:00
1777;49;354;389;543382.0;2021-03-16 00:00:00
1778;1723;415;205;371624.0;2021-03-16 01:00:00
1779;490;422;388;41691.0;2021-03-16 02:00:00
1780;1932;360;10;183025.0;2021-03-16 03:00:00
1781;298;65;432;763275.0;2021-03-16 04:00:00
1782;1341;58;331;717860.0;2021-03-16 05:00:00
1783;101;482;26;782250.0;2021-03-16 06:00:00
1784;945;424;409;375926.0;2021-03-16 07:00:00
1785;1545;370;286;345940.0;2021-03-16 08:00:00
1786;681;68;416;163832.0;2021-03-16 09:00:00
1787;1816;210;147;409044.0;2021-03-16 10:00:00
1788;1884;415;277;241118.0;2021-03-16 11:00:00
1789;733;229;196;992094.0;2021-03-16 12:00:00
1790;778;299;376;346338.0;2021-03-16 13:00:00
1791;1244;124;410;926687.0;2021-03-16 14:00:00
1792;136;315;320;712582.0;2021-03-16 15:00:00
1793;1437;257;1;873298.0;2021-03-16 16:00:00
1794;34;60;353;385661.0;2021-03-16 17:00:00
1795;632;94;46;458100.0;2021-03-16 18:00:00
1796;919;105;9;290202.0;2021-03-16 19:00:00
1797;1060;320;348;803606.0;2021-03-16 20:00:00
1798;1597;57;118;800996.0;2021-03-16 21:00:00
1799;403;196;83;111717.0;2021-03-16 22:00:00
1800;286;85;260;144286.0;2021-03-16 23:00:00
1801;1190;216;189;414560.0;2021-03-17 00:00:00
1802;707;119;404;579897.0;2021-03-17 01:00:00
1803;1894;145;209;271233.0;2021-03-17 02:00:00
1804;807;137;150;378003.0;2021-03-17 03:00:00
1805;1909;217;374;923503.0;2021-03-17 04:00:00
1806;160;288;176;525133.0;2021-03-17 05:00:00
1807;1264;419;43;845979.0;2021-03-17 06:00:00
1808;1541;346;326;556836.0;2021-03-17 07:00:00
1809;127;228;38;509968.0;2021-03-17 08:00:00
1810;1205;229;444;198227.0;2021-03-17 09:00:00
1811;1464;399;363;532337.0;2021-03-17 10:00:00
1812;198;461;124;251971.0;2021-03-17 11:00:00
1813;1886;153;89;609573.0;2021-03-17 12:00:00
