ID_costo;Planta;Energía_CLP;Mano_obra_CLP;Mantención_CLP;Mes
17980;Hornopirén;2664451;2063165;1199152;6
17981;Hornopirén;1989950;2750550;754637;2
17982;Chinquihue;1410649;3400136;991020;3
17983;Puerto Montt;3078686;1984144;1087390;2
17984;Hornopirén;2669157;3060781;1085099;6
17985;Calbuco;1058873;3052073;1118791;1
17986;Puerto Montt;2897679;3910722;1006410;6
17987;Puerto Montt;3417338;3412858;1373006;9
17988;Puerto Montt;2277360;3433125;1344710;8
17989;Puerto Montt;1707014;2741514;928192;2
17990;Quellón;1989135;3574945;807650;6
17991;Quellón;965278;4143780;439892;10
17992;Quellón;1885663;2904122;1095391;2
17993;Puerto Montt;2160353;2424895;1364551;7
17994;Quellón;2752905;3444438;1174417;7
17995;Chinquihue;2653506;3335133;1237806;7
17996;Chinquihue;2488947;3500244;1127814;3
17997;Hornopirén;2828721;2801763;616067;11
17998;Puerto Montt;2763915;2738958;1129246;4
17999;Calbuco;1759216;4126945;1284462;6
18000;Puerto Montt;1663051;3132404;862961;11
18001;Calbuco;2623563;3184198;1308195;8
18002;Hornopirén;2071790;4223683;751909;12
18003;Chinquihue;1491964;3308819;1308394;5
18004;Hornopirén;2685443;3042304;1202256;4
18005;Quellón;2332659;3666900;686139;10
18006;Quellón;2641374;543789;781156;10
18007;Puerto Montt;2305759;3109741;1407745;8
18008;Calbuco;1330518;1764171;914078;3
18009;Calbuco;2552317;2862985;1974126;12
18010;Chinquihue;2324959;4308441;331477;5
18011;Puerto Montt;2371018;3679403;1229620;9
18012;Puerto Montt;2026496;4013764;1495107;1
18013;Quellón;1387583;3693190;972443;2
18014;Puerto Montt;2882163;2646761;820134;4
18015;Chinquihue;2492529;3176642;869020;1
18016;Chinquihue;1203285;3628364;1054187;2
18017;Quellón;2778844;2541073;761192;4
18018;Puerto Montt;2278706;2741424;482757;7
18019;Hornopirén;2090707;2592854;549268;2
18020;Quellón;1536971;2779171;920615;11
18021;Quellón;2276011;3199602;1223315;6
18022;Quellón;1918285;3107883;1098851;11
18023;Calbuco;1494881;1494112;706501;9
18024;Calbuco;1935978;2457132;868718;4
18025;Calbuco;851412;1321886;985875;5
18026;Puerto Montt;2110998;4078891;796298;7
18027;Calbuco;1358660;3990890;1428812;10
18028;Puerto Montt;2043665;2912879;1482145;3
18029;Chinquihue;2431979;2610371;1254388;3
18030;Puerto Montt;2439859;1821627;374832;2
18031;Quellón;1309195;2952943;1599639;3
18032;Chinquihue;2336123;2735319;1118347;6
18033;Chinquihue;2204984;3234596;783939;5
18034;Calbuco;2276612;3837078;1236123;3
18035;Quellón;961032;2885315;904486;3
18036;Puerto Montt;1603214;4920985;897608;7
18037;Puerto Montt;902101;3066373;870221;1
18038;Hornopirén;2445947;3428882;1165915;10
18039;Hornopirén;1948764;3384485;1410586;3
18040;Puerto Montt;2762046;3822480;1339925;11
18041;Chinquihue;1656219;2215169;586793;11
18042;Quellón;1785448;3746955;698622;12
18043;Puerto Montt;2046897;4115551;1453091;5
18044;Quellón;1664910;2822422;1270186;1
18045;Hornopirén;1759822;1340807;1115778;11
18046;Quellón;2301256;3563326;927968;2
18047;Chinquihue;1099244;3048724;790529;11
18048;Puerto Montt;2264055;3327679;879421;2
18049;Hornopirén;2231758;3776071;884974;8
18050;Hornopirén;2370554;3555822;991929;5
18051;Quellón;1264403;4141610;1112335;7
18052;Chinquihue;2479529;1827855;1402788;9
18053;Hornopirén;2263816;3338326;735316;10
18054;Chinquihue;1407601;2294894;554979;2
18055;Calbuco;2418319;2657349;1104128;7
18056;Hornopirén;2047679;3126914;1215265;1
18057;Quellón;1638214;1174927;1270010;5
18058;Calbuco;1521850;3500329;951348;10
18059;Puerto Montt;3222248;3578020;989667;4
18060;Chinquihue;1628242;3881418;602660;5
18061;Hornopirén;1734304;3178649;1390597;10
18062;Chinquihue;2631836;3157234;765800;10
18063;Quellón;1501109;2455967;895804;10
18064;Puerto Montt;2730019;4596838;1523547;4
18065;Puerto Montt;2439253;4335101;1190570;8
18066;Calbuco;1738470;1911088;1212338;6
18067;Quellón;1748582;3483342;1166999;5
18068;Quellón;2132649;1865845;1106490;6
18069;Calbuco;3122102;3763929;839498;2
18070;Quellón;2642364;2748506;648668;11
18071;Calbuco;1553781;3550911;1043054;9
18072;Quellón;2155841;2522450;1241339;12
18073;Calbuco;1915011;4440691;1271223;5
18074;Hornopirén;1784370;2403599;1476552;6
18075;Puerto Montt;1961745;2714949;993783;11
18076;Hornopirén;2357684;3170149;1196819;12
18077;Chinquihue;2051110;2535274;1117747;7
18078;Chinquihue;2255321;3100270;639079;2
18079;Chinquihue;1068304;2750292;1089547;11
18080;Chinquihue;1588087;2308822;1522712;6
18081;Hornopirén;1325902;4534190;1395654;9
18082;Chinquihue;1682698;2798205;981561;3
18083;Puerto Montt;889318;2580748;1469712;1
18084;Quellón;1861664;3774507;1223756;9
18085;Puerto Montt;2228188;1466995;1078871;4
18086;Hornopirén;2259754;4222859;1098939;11
18087;Puerto Montt;1868731;1952411;1287146;9
18088;Puerto Montt;1497915;2982748;1096814;10
18089;Puerto Montt;2381352;2906107;1045090;11
18090;Puerto Montt;2442795;1709323;1417128;7
18091;Calbuco;1083766;2773755;688600;8
18092;Chinquihue;1798935;4238253;1034759;12
18093;Calbuco;2065715;4601639;549561;9
18094;Hornopirén;2432581;2120791;685969;10
18095;Hornopirén;2249195;3890552;828146;9
18096;Chinquihue;2155606;3339089;880523;9
18097;Chinquihue;2386418;4114163;1278062;6
18098;Hornopirén;2170906;3279766;1080263;7
18099;Hornopirén;2229425;3377130;709084;1
18100;Quellón;830029;1321875;1134173;8
18101;Quellón;2640992;3746340;942836;4
18102;Hornopirén;1488480;1800576;946888;3
18103;Puerto Montt;3164331;3542551;789198;5
18104;Hornopirén;1891854;3114067;1406098;4
18105;Hornopirén;861759;4013680;560892;6
18106;Calbuco;1915481;3910542;851333;12
18107;Calbuco;1758086;2984789;1386231;6
18108;Hornopirén;2199817;3562891;1270091;11
18109;Calbuco;2184370;2719653;888047;9
18110;Puerto Montt;2425297;5108858;833684;2
18111;Quellón;2021002;2403288;1836138;5
18112;Puerto Montt;1255791;2036441;767972;10
18113;Puerto Montt;2208886;3533337;669272;10
18114;Hornopirén;2476123;3407253;1100678;9
18115;Hornopirén;1863387;2358742;286501;12
18116;Chinquihue;1931426;2081817;491934;10
18117;Hornopirén;1843151;2590721;610170;11
18118;Hornopirén;2293339;2163208;732326;10
18119;Calbuco;1827056;1978346;682727;1
18120;Quellón;2205738;4066569;515363;4
18121;Calbuco;2273704;1606145;1257890;5
18122;Hornopirén;1901401;3646587;1317825;2
18123;Hornopirén;2446456;1680232;1078283;10
18124;Hornopirén;2753778;3242776;1132622;4
18125;Puerto Montt;1374782;3748254;1040921;5
18126;Calbuco;2812913;2013700;428679;2
18127;Calbuco;3027362;2803034;1183537;12
18128;Calbuco;2049046;2855479;1377771;4
18129;Quellón;2056473;3215890;792750;3
18130;Chinquihue;1635898;3346882;726715;7
18131;Chinquihue;1689105;3522749;1019292;7
18132;Calbuco;2327899;3165361;959367;3
18133;Chinquihue;1710892;2694759;1134429;11
18134;Puerto Montt;990926;1559200;873554;9
18135;Puerto Montt;1521004;2614322;1307387;12
18136;Quellón;1661276;4191761;1158715;6
18137;Chinquihue;110674;1282787;511285;1
18138;Hornopirén;1865539;3660434;971272;1
18139;Calbuco;2036779;1613550;746400;8
18140;Puerto Montt;1821394;3849403;1054793;7
18141;Puerto Montt;2960293;2288443;859962;4
18142;Quellón;2333880;2137909;1203211;12
18143;Puerto Montt;2118016;3937933;1218111;12
18144;Hornopirén;1157556;2833730;1095966;9
18145;Quellón;1194488;3937479;1305338;5
18146;Chinquihue;2614717;3199668;1282266;3
18147;Quellón;2323812;1798075;991763;6
18148;Chinquihue;2523934;3650848;879110;3
18149;Chinquihue;2541635;3461792;620252;10
18150;Chinquihue;1519901;3336558;525408;10
18151;Calbuco;700656;2611720;1219878;4
18152;Calbuco;2399691;2636611;541951;9
18153;Puerto Montt;1798869;3888449;1996631;1
18154;Puerto Montt;2715544;3515652;665608;8
18155;Quellón;2298815;3488584;654324;2
18156;Hornopirén;1920921;3143646;758799;7
18157;Quellón;1714644;2259963;1229131;5
18158;Chinquihue;2463451;2072284;456533;1
18159;Quellón;2617089;4223095;255426;12
18160;Chinquihue;2366714;2003597;1175353;4
18161;Hornopirén;1579964;3571681;719381;2
18162;Hornopirén;1331977;3561510;995437;4
18163;Calbuco;2172050;3400840;1095958;7
18164;Calbuco;1607156;2860785;1729469;4
18165;Quellón;1849187;2758030;1152782;6
18166;Hornopirén;2897265;2038648;1000565;12
18167;Quellón;2100426;2775276;1069354;7
18168;Puerto Montt;1702660;3111052;130552;4
18169;Chinquihue;2633234;2596850;819857;5
18170;Chinquihue;2036604;3460820;955717;9
18171;Puerto Montt;1546064;3388165;1021337;3
18172;Chinquihue;1401879;3502401;1076215;12
18173;Puerto Montt;2561693;2891646;1072207;2
18174;Calbuco;1281713;2987977;648924;2
18175;Quellón;2079445;2403542;949176;4
18176;Puerto Montt;1685139;2892035;649555;8
18177;Hornopirén;2368090;2276956;676666;11
18178;Calbuco;1567366;2420187;1127594;8
18179;Chinquihue;2574188;4072147;943998;2
18180;Hornopirén;183556;4062114;880657;11
18181;Calbuco;1600644;4592173;1161277;7
18182;Hornopirén;2075070;3367942;852750;2
18183;Quellón;1325282;4162446;1056360;5
18184;Puerto Montt;1931780;2250670;898549;5
18185;Quellón;1908085;2227822;380375;7
18186;Hornopirén;2141591;3088410;695658;1
18187;Calbuco;1508428;4333934;727828;12
18188;Hornopirén;2242388;4192233;770108;2
18189;Calbuco;2695600;3334963;994745;3
18190;Hornopirén;2252835;2924983;1315658;9
18191;Hornopirén;1727686;4082639;1116279;3
18192;Quellón;2600870;2304713;526761;3
18193;Calbuco;1780563;3009883;978065;9
18194;Hornopirén;1927753;3250431;343215;8
18195;Puerto Montt;1897925;2199365;877934;10
18196;Hornopirén;2874629;3230014;1351160;8
18197;Hornopirén;1954873;3499500;444765;6
18198;Puerto Montt;1608335;4684583;893937;4
18199;Hornopirén;2731589;2408515;1077571;11
18200;Quellón;2354993;3613990;663201;4
18201;Hornopirén;1860097;3313795;1309451;11
18202;Hornopirén;2759720;2517733;306800;5
18203;Puerto Montt;2119949;2243371;603450;12
18204;Quellón;1862175;2688538;1186120;7
18205;Chinquihue;2072169;3890115;792491;6
18206;Puerto Montt;2639166;3054034;831038;3
18207;Quellón;1432830;3223707;538183;1
18208;Quellón;2365970;1913845;1301953;2
18209;Hornopirén;1780318;3973526;844383;11
18210;Calbuco;643176;2824523;890591;7
18211;Calbuco;1937928;2918280;1370304;6
18212;Puerto Montt;1592819;2122918;1454693;4
18213;Chinquihue;1836650;1856108;294749;2
18214;Quellón;2267628;3360472;917282;10
18215;Quellón;2007778;2422154;709968;11
18216;Hornopirén;1991938;3186875;929710;2
18217;Chinquihue;1859483;1614061;704995;12
18218;Hornopirén;1940687;3029048;1133619;10
18219;Calbuco;2330954;2833327;965158;3
18220;Calbuco;728884;4622753;982654;4
18221;Quellón;1654093;3374647;822886;2
18222;Quellón;2366044;1543743;1769589;9
18223;Chinquihue;1969742;2604155;1227505;6
18224;Chinquihue;2417292;2381923;1151741;3
18225;Hornopirén;1562596;2382633;981144;9
18226;Chinquihue;2835387;3389065;1575985;11
18227;Chinquihue;2068007;3052413;1087900;1
18228;Hornopirén;2002441;2440704;937311;6
18229;Hornopirén;2680203;1029655;1239828;8
18230;Chinquihue;957374;2437485;1373372;11
18231;Chinquihue;1339580;2809847;912029;2
18232;Quellón;1614923;3410235;1008094;7
18233;Chinquihue;2127287;3560216;1396128;7
18234;Calbuco;2145544;3325337;1225537;12
18235;Chinquihue;1614008;2069101;631172;3
18236;Quellón;842001;3834536;1049844;4
18237;Chinquihue;2042745;2443739;862400;1
18238;Chinquihue;2198617;2619458;1058409;7
18239;Hornopirén;1693578;3934730;626318;2
18240;Puerto Montt;2612277;4972639;592949;5
18241;Quellón;2290540;1878024;1018510;9
18242;Calbuco;1165077;3402452;1712672;9
18243;Chinquihue;2842950;3834248;1304196;2
18244;Quellón;2015553;3777290;1239261;11
18245;Hornopirén;2020182;1667230;977364;1
18246;Hornopirén;2526999;1294902;1019778;9
18247;Calbuco;2884854;4009839;1278400;12
18248;Puerto Montt;1453328;4820582;1243899;10
18249;Hornopirén;1747876;4272345;1196913;4
18250;Puerto Montt;2024201;3414846;931627;2
18251;Puerto Montt;1870059;2562755;1264558;8
18252;Hornopirén;2098817;3344464;1039201;5
18253;Quellón;2446312;4516346;1188599;10
18254;Puerto Montt;1395987;2985960;1247579;10
18255;Chinquihue;2036974;3647956;817402;5
18256;Chinquihue;1672109;3360146;1172036;8
18257;Puerto Montt;2544578;2368439;875709;10
18258;Puerto Montt;2006523;3653353;882950;6
18259;Puerto Montt;1694992;3303496;1455998;2
18260;Chinquihue;2157322;2663206;835195;6
18261;Chinquihue;2998727;3240734;1148258;5
18262;Calbuco;2359867;3789141;1028980;5
18263;Chinquihue;2562588;1370716;1053187;9
18264;Calbuco;1401068;3652441;1275354;11
18265;Chinquihue;2475053;2779926;914302;8
18266;Chinquihue;1759814;2115040;1621863;4
18267;Quellón;1554336;3246873;1067326;12
18268;Hornopirén;1490598;2368678;1017881;3
18269;Chinquihue;2152469;3357981;1647816;2
18270;Quellón;1066958;2059395;1016404;1
18271;Hornopirén;1646137;2152269;819694;7
18272;Hornopirén;2274178;3420497;865596;2
18273;Calbuco;2096034;4032470;893336;9
18274;Hornopirén;2043444;3980719;1070452;9
18275;Calbuco;1977326;3097531;1056552;4
18276;Chinquihue;2206337;3491021;1277811;8
18277;Quellón;2582815;2401153;1321945;4
18278;Hornopirén;1505020;1772502;850307;1
18279;Chinquihue;2308573;2854338;1107218;2
18280;Chinquihue;1672413;3119907;1706183;9
18281;Puerto Montt;1396184;3583098;1319836;7
18282;Calbuco;1924837;2568906;1018249;10
18283;Quellón;2763984;2944915;993213;11
18284;Puerto Montt;1969980;3490065;637625;9
18285;Puerto Montt;1863391;3205622;1019811;4
18286;Quellón;1751226;3060758;1271068;8
18287;Quellón;2298976;3509757;1393583;1
18288;Quellón;1705571;4099377;1346504;6
18289;Calbuco;2716414;2213308;897512;8
18290;Hornopirén;2393060;3244980;1219271;1
18291;Calbuco;2457378;2760907;1333910;11
18292;Calbuco;2356617;3240477;714077;2
18293;Calbuco;1930967;4115778;1404420;8
18294;Calbuco;1424126;4629972;943578;8
18295;Chinquihue;2647523;2855587;1344681;11
18296;Hornopirén;2021510;1302313;1175253;11
18297;Chinquihue;1885887;3628288;679727;11
18298;Calbuco;872814;1987107;826853;4
18299;Puerto Montt;1459315;2298195;917415;1
18300;Calbuco;1280009;4150676;1315813;7
18301;Quellón;1772073;2367304;1078389;1
18302;Puerto Montt;1818755;1557595;1177728;8
18303;Hornopirén;923087;3518183;1014576;7
18304;Calbuco;1956147;2863741;1249391;7
18305;Chinquihue;1832932;3664983;730887;5
18306;Hornopirén;2033741;2077428;1126416;8
18307;Chinquihue;1257781;3676196;1329043;6
18308;Puerto Montt;1122818;3470851;670867;9
18309;Calbuco;2063572;1922332;1009075;9
18310;Hornopirén;1700418;4063305;1375447;11
18311;Puerto Montt;1570119;3392764;788773;7
18312;Calbuco;1068703;3948015;975170;3
18313;Quellón;1149570;2702923;1438381;7
18314;Calbuco;1795842;2400638;1022069;11
18315;Quellón;2677283;2805219;673007;7
18316;Chinquihue;2368415;3215961;793937;7
18317;Chinquihue;2186804;2533093;1194496;4
18318;Hornopirén;2790375;1797789;1285476;5
18319;Chinquihue;3035620;2623357;919479;1
18320;Hornopirén;2258936;2896297;501189;12
18321;Hornopirén;1872794;2141534;1032153;9
18322;Chinquihue;2138971;4197973;1314621;9
18323;Puerto Montt;1065686;4731256;1514915;12
18324;Puerto Montt;2202863;2738076;1255820;6
18325;Quellón;2284027;3239352;1116440;9
18326;Puerto Montt;2446493;2948273;850388;4
18327;Puerto Montt;1622311;3056196;795664;2
18328;Puerto Montt;1934441;3811388;673739;5
18329;Puerto Montt;2119219;1813719;978709;7
18330;Chinquihue;2979171;2327835;1436308;2
18331;Quellón;1633995;3454693;948009;2
18332;Chinquihue;838298;3087238;566741;1
18333;Chinquihue;1937322;2436154;1302130;1
18334;Quellón;2180096;3236035;955070;6
18335;Quellón;2574825;3587827;643897;8
18336;Puerto Montt;2381094;2377975;572945;12
18337;Hornopirén;2055905;3257281;802364;3
18338;Puerto Montt;2135369;1698707;1378836;11
18339;Quellón;1942356;2648169;933152;1
18340;Chinquihue;2210470;3966552;430549;12
18341;Chinquihue;1349946;2454611;1447540;2
18342;Hornopirén;1427877;4348143;859957;5
18343;Chinquihue;1706452;2708775;1366870;3
18344;Chinquihue;1757628;4960399;1501883;2
18345;Quellón;2331190;2169261;881160;1
18346;Calbuco;1529009;3811187;565628;10
18347;Puerto Montt;2356167;2034966;1049054;9
18348;Puerto Montt;2307993;3513131;1035162;12
18349;Hornopirén;1260507;3245516;1371199;9
18350;Chinquihue;2450501;3654993;797787;8
18351;Calbuco;1889231;2183163;829042;1
18352;Hornopirén;2213830;1812810;1127537;2
18353;Calbuco;1863858;2242123;1151;5
18354;Hornopirén;2021093;2844463;1051594;6
18355;Chinquihue;705499;3306049;1047092;5
18356;Chinquihue;1181198;2213518;1317255;6
18357;Chinquihue;2975352;3996423;1201967;10
18358;Chinquihue;1775811;3714583;1180123;10
18359;Hornopirén;1521614;3402406;931205;11
18360;Hornopirén;2485392;4377527;690889;4
18361;Calbuco;1448358;2912387;680416;9
18362;Hornopirén;2591639;4241206;1400986;3
18363;Quellón;2294522;3415962;1368048;12
18364;Quellón;1879172;1538886;1051135;7
18365;Calbuco;1433828;2927832;1988875;8
18366;Calbuco;1969612;4111041;640562;6
18367;Calbuco;1366464;2516973;935846;6
18368;Hornopirén;2023234;3246567;970312;7
18369;Chinquihue;2524038;3418612;503792;5
18370;Hornopirén;2577204;4288249;550386;10
18371;Calbuco;2293772;3995314;1561477;11
18372;Hornopirén;1513833;3019046;574753;5
18373;Hornopirén;1984682;3316501;822283;6
18374;Calbuco;2612914;3151270;1475383;5
18375;Calbuco;992138;3762731;959683;7
18376;Hornopirén;1358972;4196405;564802;12
18377;Hornopirén;2487505;3038509;525185;8
18378;Puerto Montt;1433243;3531247;1406621;2
18379;Quellón;1025190;3867797;974334;9
18380;Quellón;1680205;2074425;1284753;2
18381;Calbuco;1514877;4485535;1028566;4
18382;Puerto Montt;2119351;3760249;1238606;11
18383;Calbuco;1999044;3296626;578047;4
18384;Hornopirén;2433565;1492691;777648;5
18385;Calbuco;1638493;3216832;1162168;8
18386;Hornopirén;1968827;2021473;1659869;10
18387;Calbuco;1563188;2864554;990727;11
18388;Puerto Montt;1575442;4722488;1149690;10
18389;Quellón;2639376;3690073;683443;5
18390;Chinquihue;1000484;2854872;1168482;5
18391;Puerto Montt;1729975;3243710;1326922;3
18392;Chinquihue;1925013;4008807;1090148;2
18393;Quellón;1348227;3355182;665480;4
18394;Puerto Montt;2071618;2659538;728459;12
18395;Calbuco;1347948;2213083;1416026;8
18396;Hornopirén;2153547;3006145;769068;12
18397;Quellón;609825;3032798;1250671;12
18398;Hornopirén;2181570;3612059;913838;10
18399;Hornopirén;2272729;3017770;1589686;6
18400;Chinquihue;2803908;1393922;871785;12
18401;Chinquihue;1697525;3017332;1147750;12
18402;Chinquihue;2170653;3957913;1364265;1
18403;Calbuco;2339339;1826504;978062;12
18404;Hornopirén;2368836;2601919;1060173;1
18405;Puerto Montt;1979114;3327004;1163564;3
18406;Hornopirén;2243429;3193839;1408847;2
18407;Quellón;2366043;3122326;1145831;1
18408;Hornopirén;2725377;3402290;1150970;9
18409;Chinquihue;2318008;2727662;622283;9
18410;Quellón;2233806;3417837;1065444;12
18411;Puerto Montt;2025197;2695342;1113199;7
18412;Chinquihue;2335073;4432852;769778;5
18413;Puerto Montt;1908689;2666049;519450;1
18414;Hornopirén;2426996;3056530;544136;1
18415;Hornopirén;1945257;4266753;880274;6
18416;Calbuco;2203017;3072309;684789;11
18417;Chinquihue;2003518;2886618;677630;4
18418;Hornopirén;1539885;914776;754958;5
18419;Chinquihue;1338056;2484152;1053331;1
18420;Calbuco;2423558;2636424;803770;7
18421;Hornopirén;2639771;3295621;596728;1
18422;Hornopirén;1200972;3646932;1243929;3
18423;Calbuco;2839877;3124354;1371731;10
18424;Chinquihue;2009248;2281055;1216876;12
18425;Puerto Montt;2260156;3502770;1103691;5
18426;Puerto Montt;1957669;2680242;1124108;12
18427;Hornopirén;1851658;2663756;1370982;8
18428;Chinquihue;1397515;2593506;933281;5
18429;Chinquihue;1578989;2275230;773528;7
18430;Puerto Montt;2521539;3074611;1351375;3
18431;Hornopirén;2317992;1453997;862636;5
18432;Hornopirén;2048953;1915206;1252152;10
18433;Quellón;1756699;4994533;1020144;3
18434;Quellón;1719446;2545505;798263;6
18435;Chinquihue;2042738;2666660;1070243;7
18436;Hornopirén;3074221;2828823;1400538;8
18437;Puerto Montt;2163027;2969634;1415988;2
18438;Puerto Montt;1543279;2427377;1037544;10
18439;Hornopirén;1277550;1902505;880977;8
18440;Hornopirén;1768937;1621056;1627372;8
18441;Calbuco;2138608;4264367;1109178;5
18442;Puerto Montt;757371;4758421;1201533;1
18443;Hornopirén;2378480;3069304;1072560;9
18444;Puerto Montt;1602063;3951943;1157355;9
18445;Calbuco;1743560;4606753;1068901;11
18446;Quellón;2212090;2350214;1044339;1
18447;Puerto Montt;1613753;3971686;1222338;12
18448;Chinquihue;3264552;2704687;819332;12
18449;Hornopirén;2011831;3284263;708331;10
18450;Puerto Montt;2074672;2821245;1453560;6
18451;Calbuco;2699590;2593332;1114334;7
18452;Puerto Montt;2454062;2084741;893834;8
18453;Chinquihue;1687549;1556296;1315853;3
18454;Hornopirén;1330780;2336370;1152318;5
18455;Hornopirén;1569119;3119265;996221;8
18456;Quellón;1074206;2842142;1786839;4
18457;Puerto Montt;2904631;3196287;1406711;2
18458;Hornopirén;1452767;4603824;679327;11
18459;Puerto Montt;975967;4207367;1048073;3
18460;Puerto Montt;2000214;3512305;606391;1
18461;Calbuco;1688901;2058501;1380244;1
18462;Puerto Montt;2065460;3411830;1233518;2
18463;Hornopirén;1514815;2806851;897578;9
18464;Calbuco;2291872;2474340;1122669;6
18465;Chinquihue;1914428;3723814;526838;4
18466;Chinquihue;1882668;3844162;1648405;9
18467;Calbuco;1743760;3364378;858534;5
18468;Puerto Montt;1514717;2570797;1758265;12
18469;Quellón;1505664;2214581;1105932;11
18470;Puerto Montt;1440149;3873689;1179731;2
18471;Hornopirén;2645643;3310897;637056;4
18472;Chinquihue;1692615;2277791;1248316;2
18473;Puerto Montt;2300758;3440218;1275225;3
18474;Puerto Montt;2610130;2669345;1458271;7
18475;Puerto Montt;2278608;3424474;746449;4
18476;Quellón;2441899;3227834;1087947;5
18477;Quellón;2423958;3298891;938829;11
18478;Chinquihue;2096683;2519277;1140934;6
18479;Hornopirén;2245078;2289295;1759728;12
18480;Quellón;1797119;2115274;583695;3
18481;Puerto Montt;1832325;3352442;1006453;6
18482;Puerto Montt;2460884;4272952;1135228;12
18483;Hornopirén;2135050;1786390;1252275;4
18484;Puerto Montt;2190967;3118452;1605773;6
18485;Hornopirén;1859683;3111018;1116277;5
18486;Puerto Montt;2106359;3746755;1100288;10
18487;Chinquihue;2354245;3029743;657479;7
18488;Hornopirén;2730767;2117287;686836;5
18489;Quellón;1600890;2682807;889295;8
18490;Hornopirén;2574375;4167107;94208;3
18491;Hornopirén;2548961;2623116;887459;6
18492;Hornopirén;1956071;3184195;861293;3
18493;Chinquihue;2190772;3373275;1213109;12
18494;Calbuco;2608082;4032857;1097945;2
18495;Quellón;1872926;1415558;1464205;7
18496;Puerto Montt;2138635;1128370;743658;3
18497;Calbuco;1683143;2106822;1025863;11
18498;Puerto Montt;985627;2842119;1067662;1
18499;Chinquihue;1507884;2554907;940359;8
18500;Puerto Montt;2386347;3335419;439329;6
18501;Calbuco;1645936;3391666;1264985;7
18502;Hornopirén;2067625;1622349;1273916;8
18503;Puerto Montt;2282042;4637442;1159504;5
18504;Quellón;1464806;2145399;1051042;4
18505;Calbuco;1877043;1720360;641834;7
18506;Quellón;1070443;3299989;1351897;10
18507;Calbuco;1550944;2102862;713523;1
18508;Hornopirén;2955305;2916676;659062;1
18509;Quellón;1216174;2513897;1182659;2
18510;Calbuco;2628249;2732403;1134626;6
18511;Hornopirén;2004239;2437779;817885;3
18512;Calbuco;2342878;3186065;985210;7
18513;Quellón;2074982;2325091;1023716;11
18514;Quellón;2364151;2824850;1023536;2
18515;Chinquihue;1731117;4411518;1103458;12
18516;Quellón;2598459;1177551;1449706;4
18517;Chinquihue;2345198;2089204;303467;12
18518;Quellón;1982855;4517288;1117167;9
18519;Quellón;1482014;2906469;923971;6
18520;Hornopirén;1854645;4310201;893812;3
18521;Quellón;1258194;3020916;832225;6
18522;Quellón;1972780;2971065;1010450;4
18523;Puerto Montt;2149696;1530320;948256;7
18524;Calbuco;1800936;2327704;953938;4
18525;Calbuco;1829584;2670201;1310323;12
18526;Calbuco;1866526;2888826;593229;12
18527;Puerto Montt;1629145;4031077;695488;7
18528;Quellón;2558929;3571219;938106;9
18529;Hornopirén;2215069;2433760;568806;8
18530;Hornopirén;1782115;1912374;917841;7
18531;Hornopirén;1978959;3322130;877038;4
18532;Calbuco;1886096;3929409;1170968;6
18533;Chinquihue;1785645;3552969;692808;12
18534;Hornopirén;2036752;3940527;681963;10
18535;Quellón;1965712;3679103;1259419;11
18536;Hornopirén;898761;2615765;816862;1
18537;Chinquihue;2258508;3818855;1007915;8
18538;Puerto Montt;2194170;2496205;924115;7
18539;Calbuco;1898229;3118888;980837;7
18540;Calbuco;2038599;2369295;1095559;8
18541;Calbuco;2172593;3063858;1319007;2
18542;Puerto Montt;1310299;3347832;863404;1
18543;Puerto Montt;1772529;1815331;871254;5
18544;Hornopirén;2290443;2793899;744100;8
18545;Hornopirén;1566759;3829145;1324700;8
18546;Puerto Montt;2219895;3390147;1384911;4
18547;Hornopirén;2051723;2632742;811363;4
18548;Hornopirén;2743239;3326213;832471;3
18549;Puerto Montt;1576731;2549787;873641;4
18550;Hornopirén;2200810;1275174;1009896;11
18551;Chinquihue;2073742;3802927;962357;5
18552;Quellón;2098819;3486680;1026339;10
18553;Quellón;1765222;3047421;1100391;9
18554;Puerto Montt;1660103;2656045;1179024;4
18555;Puerto Montt;2151145;3960653;881610;3
18556;Quellón;1922436;3782967;909844;1
18557;Quellón;2235380;3239646;902257;2
18558;Chinquihue;1480869;4215360;378395;5
18559;Hornopirén;2589171;2513258;778283;12
18560;Puerto Montt;1911612;1640785;640781;11
18561;Calbuco;2873811;2952847;1526324;12
18562;Hornopirén;2032408;4225311;1534297;2
18563;Puerto Montt;2259021;3286061;553873;12
18564;Hornopirén;1662417;3629575;1035505;7
18565;Chinquihue;2478733;1994581;1018860;6
18566;Chinquihue;1238914;1981866;1486464;1
18567;Quellón;3009281;3639595;1067748;5
18568;Quellón;2012856;2825660;762712;9
18569;Calbuco;1918007;3010287;1268959;1
18570;Quellón;1968115;4512296;1093523;11
18571;Quellón;1175726;2572347;543063;11
18572;Puerto Montt;1816047;2239483;960412;1
18573;Quellón;1820482;3666302;694330;7
18574;Puerto Montt;1388290;3259774;734739;11
18575;Chinquihue;2527992;1704786;852661;6
18576;Hornopirén;2523293;2771909;1091228;3
18577;Quellón;2540662;2953116;1216189;3
18578;Puerto Montt;1768682;4130660;646805;4
18579;Hornopirén;2165970;2609104;842054;12
18580;Calbuco;2044583;4355231;1412987;12
18581;Hornopirén;2549893;3668151;861642;10
