ID_produccion;ID_producto;Planta;ID_empleado;Kilos_producidos;Fecha
6170;422;Calbuco;694;751;2021-09-15 01:00:00
6171;116;Hornopirén;1903;986;2021-09-15 02:00:00
6172;246;Quellón;444;997;2021-09-15 03:00:00
6173;304;Calbuco;1398;896;2021-09-15 04:00:00
6174;195;Hornopirén;2230;697;2021-09-15 05:00:00
6175;328;Chinquihue;334;717;2021-09-15 06:00:00
6176;233;Calbuco;1760;546;2021-09-15 07:00:00
6177;494;Puerto Montt;1574;908;2021-09-15 08:00:00
6178;165;Hornopirén;2333;1040;2021-09-15 09:00:00
6179;38;Chinquihue;74;1435;2021-09-15 10:00:00
6180;75;Calbuco;675;1208;2021-09-15 11:00:00
6181;119;Puerto Montt;2246;732;2021-09-15 12:00:00
6182;472;Puerto Montt;1078;763;2021-09-15 13:00:00
6183;464;Chinquihue;2591;1326;2021-09-15 14:00:00
6184;469;Quellón;699;1138;2021-09-15 15:00:00
6185;390;Chinquihue;1981;825;2021-09-15 16:00:00
6186;221;Hornopirén;434;881;2021-09-15 17:00:00
6187;101;Puerto Montt;497;716;2021-09-15 18:00:00
6188;103;Puerto Montt;2426;1316;2021-09-15 19:00:00
6189;431;Calbuco;655;1016;2021-09-15 20:00:00
6190;463;Quellón;1459;1077;2021-09-15 21:00:00
6191;357;Quellón;1202;892;2021-09-15 22:00:00
6192;163;Puerto Montt;1487;640;2021-09-15 23:00:00
6193;154;Puerto Montt;771;1324;2021-09-16 00:00:00
6194;141;Puerto Montt;1824;1133;2021-09-16 01:00:00
6195;416;Calbuco;2689;1197;2021-09-16 02:00:00
6196;252;Calbuco;2939;553;2021-09-16 03:00:00
6197;78;Puerto Montt;511;940;2021-09-16 04:00:00
6198;176;Calbuco;123;1316;2021-09-16 05:00:00
6199;274;Puerto Montt;598;940;2021-09-16 06:00:00
6200;232;Quellón;2076;1199;2021-09-16 07:00:00
6201;165;Puerto Montt;1381;881;2021-09-16 08:00:00
6202;454;Puerto Montt;1978;1080;2021-09-16 09:00:00
6203;318;Hornopirén;2103;1281;2021-09-16 10:00:00
6204;269;Puerto Montt;25;648;2021-09-16 11:00:00
6205;219;Quellón;816;1304;2021-09-16 12:00:00
6206;95;Calbuco;1743;723;2021-09-16 13:00:00
6207;78;Puerto Montt;1194;909;2021-09-16 14:00:00
6208;246;Chinquihue;1835;1028;2021-09-16 15:00:00
6209;312;Puerto Montt;2007;1061;2021-09-16 16:00:00
6210;455;Quellón;2328;1196;2021-09-16 17:00:00
6211;386;Puerto Montt;350;1021;2021-09-16 18:00:00
6212;339;Calbuco;2875;893;2021-09-16 19:00:00
6213;163;Chinquihue;1381;1129;2021-09-16 20:00:00
6214;136;Chinquihue;2352;1328;2021-09-16 21:00:00
6215;184;Calbuco;1423;1304;2021-09-16 22:00:00
6216;10;Quellón;522;639;2021-09-16 23:00:00
6217;207;Hornopirén;2463;1098;2021-09-17 00:00:00
6218;158;Calbuco;244;1211;2021-09-17 01:00:00
6219;388;Quellón;1964;1262;2021-09-17 02:00:00
6220;52;Chinquihue;305;989;2021-09-17 03:00:00
6221;366;Chinquihue;1619;1024;2021-09-17 04:00:00
6222;475;Calbuco;355;1188;2021-09-17 05:00:00
6223;171;Hornopirén;2454;835;2021-09-17 06:00:00
6224;89;Puerto Montt;1355;1287;2021-09-17 07:00:00
6225;324;Calbuco;2047;465;2021-09-17 08:00:00
6226;301;Puerto Montt;2943;797;2021-09-17 09:00:00
6227;100;Calbuco;1071;1332;2021-09-17 10:00:00
6228;181;Puerto Montt;357;1104;2021-09-17 11:00:00
6229;434;Quellón;1354;986;2021-09-17 12:00:00
6230;255;Puerto Montt;825;1522;2021-09-17 13:00:00
6231;462;Quellón;2549;1103;2021-09-17 14:00:00
6232;430;Calbuco;2776;780;2021-09-17 15:00:00
6233;45;Quellón;1730;783;2021-09-17 16:00:00
6234;430;Calbuco;1200;1379;2021-09-17 17:00:00
6235;160;Calbuco;2012;1198;2021-09-17 18:00:00
6236;236;Puerto Montt;543;1277;2021-09-17 19:00:00
6237;457;Quellón;297;900;2021-09-17 20:00:00
6238;396;Puerto Montt;1822;1020;2021-09-17 21:00:00
6239;96;Puerto Montt;2749;853;2021-09-17 22:00:00
6240;23;Calbuco;2609;671;2021-09-17 23:00:00
6241;361;Calbuco;1088;1333;2021-09-18 00:00:00
6242;105;Calbuco;426;782;2021-09-18 01:00:00
6243;386;Hornopirén;2255;989;2021-09-18 02:00:00
6244;258;Quellón;323;1256;2021-09-18 03:00:00
6245;35;Quellón;1680;554;2021-09-18 04:00:00
6246;490;Quellón;2669;791;2021-09-18 05:00:00
6247;391;Puerto Montt;2183;683;2021-09-18 06:00:00
6248;271;Calbuco;2591;1128;2021-09-18 07:00:00
6249;262;Hornopirén;1212;961;2021-09-18 08:00:00
6250;178;Chinquihue;2136;838;2021-09-18 09:00:00
6251;410;Puerto Montt;610;1073;2021-09-18 10:00:00
6252;273;Chinquihue;2882;639;2021-09-18 11:00:00
6253;328;Quellón;2407;1054;2021-09-18 12:00:00
6254;94;Quellón;1835;763;2021-09-18 13:00:00
6255;306;Quellón;2867;1122;2021-09-18 14:00:00
6256;430;Hornopirén;2236;616;2021-09-18 15:00:00
6257;68;Hornopirén;1602;1206;2021-09-18 16:00:00
6258;113;Quellón;894;1115;2021-09-18 17:00:00
6259;155;Puerto Montt;1484;808;2021-09-18 18:00:00
6260;405;Quellón;2457;954;2021-09-18 19:00:00
6261;194;Chinquihue;2814;823;2021-09-18 20:00:00
6262;269;Quellón;2833;786;2021-09-18 21:00:00
6263;112;Puerto Montt;2668;717;2021-09-18 22:00:00
6264;249;Hornopirén;105;631;2021-09-18 23:00:00
6265;169;Quellón;2839;1089;2021-09-19 00:00:00
6266;6;Hornopirén;1825;1157;2021-09-19 01:00:00
6267;193;Quellón;1251;1006;2021-09-19 02:00:00
6268;87;Puerto Montt;2342;715;2021-09-19 03:00:00
6269;19;Calbuco;2609;773;2021-09-19 04:00:00
6270;98;Chinquihue;708;1454;2021-09-19 05:00:00
6271;364;Chinquihue;2470;1052;2021-09-19 06:00:00
6272;38;Calbuco;757;976;2021-09-19 07:00:00
6273;281;Calbuco;1517;783;2021-09-19 08:00:00
6274;317;Chinquihue;1343;617;2021-09-19 09:00:00
6275;268;Puerto Montt;2140;953;2021-09-19 10:00:00
6276;393;Puerto Montt;2433;907;2021-09-19 11:00:00
6277;293;Calbuco;2390;923;2021-09-19 12:00:00
6278;346;Chinquihue;695;1018;2021-09-19 13:00:00
6279;25;Chinquihue;2681;1189;2021-09-19 14:00:00
6280;356;Quellón;2252;980;2021-09-19 15:00:00
6281;345;Hornopirén;1618;639;2021-09-19 16:00:00
6282;168;Puerto Montt;968;535;2021-09-19 17:00:00
6283;226;Chinquihue;2242;1115;2021-09-19 18:00:00
6284;48;Quellón;2322;1179;2021-09-19 19:00:00
6285;378;Calbuco;1433;1162;2021-09-19 20:00:00
6286;496;Hornopirén;331;854;2021-09-19 21:00:00
6287;386;Puerto Montt;65;1025;2021-09-19 22:00:00
6288;443;Puerto Montt;554;1320;2021-09-19 23:00:00
6289;238;Puerto Montt;343;1157;2021-09-20 00:00:00
6290;118;Hornopirén;1376;1180;2021-09-20 01:00:00
6291;399;Quellón;834;914;2021-09-20 02:00:00
6292;273;Calbuco;523;1212;2021-09-20 03:00:00
6293;271;Chinquihue;2142;1219;2021-09-20 04:00:00
6294;419;Quellón;866;716;2021-09-20 05:00:00
6295;182;Calbuco;2394;476;2021-09-20 06:00:00
6296;100;Quellón;857;958;2021-09-20 07:00:00
6297;287;Hornopirén;609;1496;2021-09-20 08:00:00
6298;97;Hornopirén;2050;880;2021-09-20 09:00:00
6299;379;Calbuco;2367;1119;2021-09-20 10:00:00
6300;419;Quellón;992;1143;2021-09-20 11:00:00
6301;457;Puerto Montt;2758;1276;2021-09-20 12:00:00
6302;147;Chinquihue;2086;999;2021-09-20 13:00:00
6303;240;Quellón;1270;744;2021-09-20 14:00:00
6304;476;Hornopirén;716;927;2021-09-20 15:00:00
6305;149;Puerto Montt;122;1380;2021-09-20 16:00:00
6306;95;Calbuco;625;1357;2021-09-20 17:00:00
6307;26;Quellón;2495;1238;2021-09-20 18:00:00
6308;455;Quellón;913;1063;2021-09-20 19:00:00
6309;110;Calbuco;2349;1030;2021-09-20 20:00:00
6310;462;Quellón;888;1107;2021-09-20 21:00:00
6311;500;Puerto Montt;2138;1124;2021-09-20 22:00:00
6312;70;Calbuco;1698;1019;2021-09-20 23:00:00
6313;423;Chinquihue;84;952;2021-09-21 00:00:00
6314;210;Puerto Montt;2352;1131;2021-09-21 01:00:00
6315;290;Chinquihue;935;1082;2021-09-21 02:00:00
6316;277;Quellón;936;870;2021-09-21 03:00:00
6317;390;Quellón;1359;1086;2021-09-21 04:00:00
6318;369;Calbuco;264;974;2021-09-21 05:00:00
6319;403;Hornopirén;1392;1119;2021-09-21 06:00:00
6320;176;Calbuco;2690;959;2021-09-21 07:00:00
6321;103;Calbuco;2860;978;2021-09-21 08:00:00
6322;126;Calbuco;1655;1065;2021-09-21 09:00:00
6323;176;Hornopirén;2701;999;2021-09-21 10:00:00
6324;268;Calbuco;1081;1141;2021-09-21 11:00:00
6325;362;Quellón;1466;961;2021-09-21 12:00:00
6326;39;Puerto Montt;297;599;2021-09-21 13:00:00
6327;64;Hornopirén;351;937;2021-09-21 14:00:00
6328;389;Hornopirén;2397;1016;2021-09-21 15:00:00
6329;86;Quellón;894;866;2021-09-21 16:00:00
6330;118;Chinquihue;1193;1174;2021-09-21 17:00:00
6331;339;Quellón;1894;1317;2021-09-21 18:00:00
6332;73;Puerto Montt;880;1019;2021-09-21 19:00:00
6333;200;Hornopirén;2406;1208;2021-09-21 20:00:00
6334;95;Calbuco;1949;992;2021-09-21 21:00:00
6335;437;Hornopirén;2875;1432;2021-09-21 22:00:00
6336;398;Hornopirén;1325;773;2021-09-21 23:00:00
6337;482;Hornopirén;480;971;2021-09-22 00:00:00
6338;449;Hornopirén;2360;711;2021-09-22 01:00:00
6339;313;Chinquihue;1552;895;2021-09-22 02:00:00
6340;71;Calbuco;628;1199;2021-09-22 03:00:00
6341;379;Hornopirén;404;754;2021-09-22 04:00:00
6342;331;Quellón;2029;1070;2021-09-22 05:00:00
6343;91;Calbuco;764;1183;2021-09-22 06:00:00
6344;374;Puerto Montt;2604;1249;2021-09-22 07:00:00
6345;284;Chinquihue;1782;1355;2021-09-22 08:00:00
6346;360;Calbuco;198;741;2021-09-22 09:00:00
6347;50;Chinquihue;885;1125;2021-09-22 10:00:00
6348;134;Quellón;2792;1123;2021-09-22 11:00:00
6349;95;Quellón;451;1353;2021-09-22 12:00:00
6350;275;Quellón;52;1351;2021-09-22 13:00:00
6351;233;Chinquihue;2867;214;2021-09-22 14:00:00
6352;466;Quellón;1125;935;2021-09-22 15:00:00
6353;427;Chinquihue;2318;1234;2021-09-22 16:00:00
6354;117;Hornopirén;592;767;2021-09-22 17:00:00
6355;333;Chinquihue;2690;748;2021-09-22 18:00:00
6356;52;Puerto Montt;219;684;2021-09-22 19:00:00
6357;445;Puerto Montt;275;1744;2021-09-22 20:00:00
6358;76;Quellón;2916;1108;2021-09-22 21:00:00
6359;310;Chinquihue;756;786;2021-09-22 22:00:00
6360;216;Calbuco;1377;919;2021-09-22 23:00:00
6361;441;Quellón;1947;1198;2021-09-23 00:00:00
6362;446;Hornopirén;1854;1087;2021-09-23 01:00:00
6363;205;Calbuco;2589;993;2021-09-23 02:00:00
6364;143;Chinquihue;2163;1052;2021-09-23 03:00:00
6365;170;Calbuco;160;737;2021-09-23 04:00:00
6366;268;Quellón;1673;801;2021-09-23 05:00:00
6367;63;Hornopirén;755;958;2021-09-23 06:00:00
6368;83;Chinquihue;832;922;2021-09-23 07:00:00
6369;309;Calbuco;293;842;2021-09-23 08:00:00
6370;491;Quellón;2636;666;2021-09-23 09:00:00
6371;379;Hornopirén;577;1035;2021-09-23 10:00:00
6372;129;Chinquihue;1833;1415;2021-09-23 11:00:00
6373;452;Hornopirén;1850;858;2021-09-23 12:00:00
6374;44;Hornopirén;2043;1192;2021-09-23 13:00:00
6375;184;Quellón;880;714;2021-09-23 14:00:00
6376;244;Hornopirén;718;1317;2021-09-23 15:00:00
6377;255;Chinquihue;697;983;2021-09-23 16:00:00
6378;210;Chinquihue;1709;1409;2021-09-23 17:00:00
6379;66;Quellón;2560;971;2021-09-23 18:00:00
6380;404;Chinquihue;1330;1061;2021-09-23 19:00:00
6381;348;Chinquihue;2888;771;2021-09-23 20:00:00
6382;443;Calbuco;2395;848;2021-09-23 21:00:00
6383;230;Hornopirén;2843;657;2021-09-23 22:00:00
6384;493;Quellón;1276;910;2021-09-23 23:00:00
6385;70;Hornopirén;438;1055;2021-09-24 00:00:00
6386;442;Quellón;1078;757;2021-09-24 01:00:00
6387;356;Chinquihue;1976;967;2021-09-24 02:00:00
6388;437;Quellón;1124;1269;2021-09-24 03:00:00
6389;97;Calbuco;1412;506;2021-09-24 04:00:00
6390;141;Hornopirén;999;1567;2021-09-24 05:00:00
6391;47;Quellón;2696;1023;2021-09-24 06:00:00
6392;271;Puerto Montt;2514;1040;2021-09-24 07:00:00
6393;23;Calbuco;39;1061;2021-09-24 08:00:00
6394;140;Hornopirén;484;759;2021-09-24 09:00:00
6395;261;Hornopirén;116;1126;2021-09-24 10:00:00
6396;424;Chinquihue;1751;1314;2021-09-24 11:00:00
6397;178;Hornopirén;960;1023;2021-09-24 12:00:00
6398;223;Puerto Montt;383;1075;2021-09-24 13:00:00
6399;312;Puerto Montt;158;1384;2021-09-24 14:00:00
6400;165;Puerto Montt;1005;678;2021-09-24 15:00:00
6401;167;Calbuco;1471;826;2021-09-24 16:00:00
6402;296;Hornopirén;963;1104;2021-09-24 17:00:00
6403;274;Chinquihue;1239;940;2021-09-24 18:00:00
6404;170;Puerto Montt;2248;1207;2021-09-24 19:00:00
6405;30;Calbuco;2209;488;2021-09-24 20:00:00
6406;298;Puerto Montt;2466;427;2021-09-24 21:00:00
6407;327;Hornopirén;359;945;2021-09-24 22:00:00
6408;327;Hornopirén;1570;1258;2021-09-24 23:00:00
6409;318;Chinquihue;788;915;2021-09-25 00:00:00
6410;471;Puerto Montt;1470;1106;2021-09-25 01:00:00
6411;170;Puerto Montt;1553;1277;2021-09-25 02:00:00
6412;168;Puerto Montt;2893;952;2021-09-25 03:00:00
6413;385;Puerto Montt;318;335;2021-09-25 04:00:00
6414;93;Hornopirén;1405;973;2021-09-25 05:00:00
6415;186;Quellón;2143;1081;2021-09-25 06:00:00
6416;306;Puerto Montt;2131;897;2021-09-25 07:00:00
6417;188;Chinquihue;2965;1052;2021-09-25 08:00:00
6418;345;Puerto Montt;2183;1339;2021-09-25 09:00:00
6419;84;Calbuco;405;1196;2021-09-25 10:00:00
6420;52;Hornopirén;2718;1436;2021-09-25 11:00:00
6421;196;Hornopirén;203;1102;2021-09-25 12:00:00
6422;155;Calbuco;2939;813;2021-09-25 13:00:00
6423;100;Chinquihue;2785;865;2021-09-25 14:00:00
6424;424;Puerto Montt;1100;1191;2021-09-25 15:00:00
6425;284;Chinquihue;1244;991;2021-09-25 16:00:00
6426;365;Puerto Montt;403;559;2021-09-25 17:00:00
6427;49;Calbuco;414;596;2021-09-25 18:00:00
6428;176;Calbuco;1951;612;2021-09-25 19:00:00
6429;342;Quellón;2398;1435;2021-09-25 20:00:00
6430;214;Chinquihue;142;815;2021-09-25 21:00:00
6431;363;Quellón;2168;1066;2021-09-25 22:00:00
6432;316;Puerto Montt;1215;1543;2021-09-25 23:00:00
6433;356;Quellón;1277;1124;2021-09-26 00:00:00
6434;201;Chinquihue;1626;1243;2021-09-26 01:00:00
6435;348;Hornopirén;846;1102;2021-09-26 02:00:00
6436;96;Quellón;2854;985;2021-09-26 03:00:00
6437;498;Calbuco;2391;1079;2021-09-26 04:00:00
6438;414;Puerto Montt;1099;992;2021-09-26 05:00:00
6439;203;Quellón;2475;1154;2021-09-26 06:00:00
6440;205;Quellón;127;714;2021-09-26 07:00:00
6441;321;Chinquihue;557;1303;2021-09-26 08:00:00
6442;83;Calbuco;831;1157;2021-09-26 09:00:00
6443;486;Calbuco;1476;1234;2021-09-26 10:00:00
6444;443;Puerto Montt;2373;986;2021-09-26 11:00:00
6445;334;Puerto Montt;403;1283;2021-09-26 12:00:00
6446;51;Hornopirén;1349;1048;2021-09-26 13:00:00
6447;339;Quellón;1069;1028;2021-09-26 14:00:00
6448;108;Calbuco;2420;1077;2021-09-26 15:00:00
6449;334;Puerto Montt;1499;526;2021-09-26 16:00:00
6450;475;Calbuco;2974;807;2021-09-26 17:00:00
6451;240;Chinquihue;2702;1023;2021-09-26 18:00:00
6452;232;Calbuco;125;811;2021-09-26 19:00:00
6453;363;Quellón;1380;1044;2021-09-26 20:00:00
6454;18;Chinquihue;1909;1035;2021-09-26 21:00:00
6455;196;Quellón;743;983;2021-09-26 22:00:00
6456;107;Puerto Montt;1067;1250;2021-09-26 23:00:00
6457;221;Hornopirén;620;1053;2021-09-27 00:00:00
6458;408;Chinquihue;2599;1038;2021-09-27 01:00:00
6459;212;Quellón;2962;803;2021-09-27 02:00:00
6460;331;Chinquihue;2126;776;2021-09-27 03:00:00
6461;80;Hornopirén;463;827;2021-09-27 04:00:00
6462;190;Hornopirén;2070;1225;2021-09-27 05:00:00
6463;167;Puerto Montt;815;721;2021-09-27 06:00:00
6464;34;Hornopirén;646;1106;2021-09-27 07:00:00
6465;178;Puerto Montt;373;1272;2021-09-27 08:00:00
6466;239;Quellón;1999;1153;2021-09-27 09:00:00
6467;500;Quellón;448;1062;2021-09-27 10:00:00
6468;340;Calbuco;1391;625;2021-09-27 11:00:00
6469;369;Calbuco;2130;1404;2021-09-27 12:00:00
6470;354;Hornopirén;311;1337;2021-09-27 13:00:00
6471;92;Puerto Montt;1390;867;2021-09-27 14:00:00
6472;328;Puerto Montt;1386;997;2021-09-27 15:00:00
6473;49;Hornopirén;2021;1401;2021-09-27 16:00:00
6474;69;Chinquihue;2616;688;2021-09-27 17:00:00
6475;114;Puerto Montt;2609;766;2021-09-27 18:00:00
6476;245;Puerto Montt;200;1011;2021-09-27 19:00:00
6477;184;Calbuco;1535;285;2021-09-27 20:00:00
6478;289;Quellón;1022;688;2021-09-27 21:00:00
6479;350;Quellón;2483;1156;2021-09-27 22:00:00
6480;14;Quellón;6;1009;2021-09-27 23:00:00
6481;159;Puerto Montt;2522;-1416;2021-09-28 00:00:00
6482;256;Quellón;2867;-1091;2021-09-28 01:00:00
6483;137;Puerto Montt;652;1082;2021-09-28 02:00:00
6484;214;Puerto Montt;1147;1479;2021-09-28 03:00:00
6485;198;Calbuco;29;712;2021-09-28 04:00:00
6486;488;Calbuco;116;1288;2021-09-28 05:00:00
6487;499;Hornopirén;580;1158;2021-09-28 06:00:00
6488;304;Calbuco;2630;1053;2021-09-28 07:00:00
6489;346;Quellón;362;792;2021-09-28 08:00:00
6490;115;Puerto Montt;453;888;2021-09-28 09:00:00
6491;430;Calbuco;279;1196;2021-09-28 10:00:00
6492;21;Hornopirén;1973;1225;2021-09-28 11:00:00
6493;266;Puerto Montt;2663;870;2021-09-28 12:00:00
6494;73;Puerto Montt;1314;752;2021-09-28 13:00:00
6495;90;Quellón;2807;709;2021-09-28 14:00:00
6496;2;Puerto Montt;1846;1291;2021-09-28 15:00:00
6497;170;Hornopirén;2739;455;2021-09-28 16:00:00
6498;329;Hornopirén;1376;926;2021-09-28 17:00:00
6499;136;Chinquihue;200;955;2021-09-28 18:00:00
6500;40;Chinquihue;1866;748;2021-09-28 19:00:00
6501;175;Quellón;1538;686;2021-09-28 20:00:00
6502;472;Quellón;511;1057;2021-09-28 21:00:00
6503;348;Hornopirén;2764;696;2021-09-28 22:00:00
6504;232;Quellón;833;797;2021-09-28 23:00:00
6505;249;Puerto Montt;1379;984;2021-09-29 00:00:00
6506;93;Quellón;2888;1119;2021-09-29 01:00:00
6507;316;Puerto Montt;2684;1099;2021-09-29 02:00:00
6508;194;Quellón;2562;884;2021-09-29 03:00:00
6509;412;Calbuco;532;1367;2021-09-29 04:00:00
6510;385;Puerto Montt;1440;975;2021-09-29 05:00:00
6511;105;Chinquihue;2243;976;2021-09-29 06:00:00
6512;450;Puerto Montt;1989;1398;2021-09-29 07:00:00
6513;441;Calbuco;1467;1253;2021-09-29 08:00:00
6514;109;Quellón;232;1044;2021-09-29 09:00:00
6515;265;Calbuco;1282;755;2021-09-29 10:00:00
6516;372;Chinquihue;2130;887;2021-09-29 11:00:00
6517;327;Chinquihue;1453;925;2021-09-29 12:00:00
6518;499;Puerto Montt;1122;1057;2021-09-29 13:00:00
6519;479;Calbuco;2612;-1382;2021-09-29 14:00:00
6520;79;Chinquihue;1896;1361;2021-09-29 15:00:00
6521;362;Quellón;1964;1216;2021-09-29 16:00:00
6522;234;Quellón;360;-1149;2021-09-29 17:00:00
6523;373;Calbuco;1100;1003;2021-09-29 18:00:00
6524;76;Hornopirén;2469;1250;2021-09-29 19:00:00
6525;300;Chinquihue;1602;919;2021-09-29 20:00:00
6526;130;Calbuco;2673;933;2021-09-29 21:00:00
6527;420;Chinquihue;2469;1277;2021-09-29 22:00:00
6528;343;Quellón;2147;1163;2021-09-29 23:00:00
6529;410;Quellón;120;1258;2021-09-30 00:00:00
6530;341;Chinquihue;2722;929;2021-09-30 01:00:00
6531;297;Chinquihue;369;1297;2021-09-30 02:00:00
6532;226;Hornopirén;689;843;2021-09-30 03:00:00
6533;319;Quellón;282;880;2021-09-30 04:00:00
6534;495;Chinquihue;2687;1309;2021-09-30 05:00:00
6535;63;Quellón;430;1182;2021-09-30 06:00:00
6536;62;Quellón;1913;849;2021-09-30 07:00:00
6537;460;Quellón;2467;745;2021-09-30 08:00:00
6538;316;Chinquihue;2324;1410;2021-09-30 09:00:00
6539;395;Hornopirén;968;1231;2021-09-30 10:00:00
6540;184;Puerto Montt;1440;1038;2021-09-30 11:00:00
6541;52;Puerto Montt;1811;771;2021-09-30 12:00:00
6542;27;Puerto Montt;140;1128;2021-09-30 13:00:00
6543;276;Chinquihue;2093;1312;2021-09-30 14:00:00
6544;138;Chinquihue;2425;1261;2021-09-30 15:00:00
6545;150;Quellón;1741;701;2021-09-30 16:00:00
6546;473;Calbuco;1261;839;2021-09-30 17:00:00
6547;425;Quellón;1001;1013;2021-09-30 18:00:00
6548;15;Calbuco;402;690;2021-09-30 19:00:00
6549;258;Puerto Montt;2143;1051;2021-09-30 20:00:00
6550;68;Calbuco;1927;1193;2021-09-30 21:00:00
6551;166;Quellón;1043;944;2021-09-30 22:00:00
6552;419;Quellón;101;1192;2021-09-30 23:00:00
6553;217;Puerto Montt;2312;1017;2021-10-01 00:00:00
6554;467;Puerto Montt;1469;1130;2021-10-01 01:00:00
6555;91;Chinquihue;2980;678;2021-10-01 02:00:00
6556;446;Hornopirén;2748;654;2021-10-01 03:00:00
6557;84;Chinquihue;1352;1183;2021-10-01 04:00:00
6558;115;Puerto Montt;598;922;2021-10-01 05:00:00
6559;404;Calbuco;12;1168;2021-10-01 06:00:00
6560;459;Hornopirén;2668;810;2021-10-01 07:00:00
6561;464;Calbuco;2486;988;2021-10-01 08:00:00
6562;15;Hornopirén;771;1075;2021-10-01 09:00:00
6563;405;Puerto Montt;2500;1241;2021-10-01 10:00:00
6564;394;Puerto Montt;549;1240;2021-10-01 11:00:00
6565;199;Puerto Montt;1086;889;2021-10-01 12:00:00
6566;196;Calbuco;2075;1149;2021-10-01 13:00:00
6567;232;Hornopirén;2719;837;2021-10-01 14:00:00
6568;10;Quellón;1011;887;2021-10-01 15:00:00
6569;132;Chinquihue;642;1184;2021-10-01 16:00:00
6570;123;Puerto Montt;2810;985;2021-10-01 17:00:00
6571;377;Quellón;2750;1229;2021-10-01 18:00:00
6572;3;Calbuco;1881;735;2021-10-01 19:00:00
6573;138;Quellón;396;503;2021-10-01 20:00:00
6574;191;Chinquihue;2952;1273;2021-10-01 21:00:00
6575;209;Quellón;2139;992;2021-10-01 22:00:00
6576;264;Puerto Montt;2069;852;2021-10-01 23:00:00
6577;294;Calbuco;2024;927;2021-10-02 00:00:00
6578;407;Chinquihue;1239;1107;2021-10-02 01:00:00
6579;364;Calbuco;1424;995;2021-10-02 02:00:00
6580;226;Quellón;2305;606;2021-10-02 03:00:00
6581;362;Calbuco;2301;1139;2021-10-02 04:00:00
6582;470;Quellón;738;943;2021-10-02 05:00:00
6583;283;Chinquihue;2030;882;2021-10-02 06:00:00
6584;462;Puerto Montt;1215;898;2021-10-02 07:00:00
6585;67;Hornopirén;2208;962;2021-10-02 08:00:00
6586;135;Calbuco;1754;993;2021-10-02 09:00:00
6587;233;Puerto Montt;1732;1535;2021-10-02 10:00:00
6588;229;Calbuco;2139;1154;2021-10-02 11:00:00
6589;482;Chinquihue;1552;1008;2021-10-02 12:00:00
6590;358;Quellón;1552;958;2021-10-02 13:00:00
6591;63;Calbuco;851;1345;2021-10-02 14:00:00
6592;84;Chinquihue;615;501;2021-10-02 15:00:00
6593;330;Hornopirén;912;1044;2021-10-02 16:00:00
6594;368;Puerto Montt;2998;777;2021-10-02 17:00:00
6595;341;Hornopirén;891;822;2021-10-02 18:00:00
6596;116;Chinquihue;2909;1178;2021-10-02 19:00:00
6597;212;Quellón;2569;997;2021-10-02 20:00:00
6598;407;Calbuco;1074;1009;2021-10-02 21:00:00
6599;221;Quellón;1407;837;2021-10-02 22:00:00
6600;6;Quellón;1099;1411;2021-10-02 23:00:00
6601;238;Hornopirén;257;934;2021-10-03 00:00:00
6602;243;Calbuco;2471;1494;2021-10-03 01:00:00
6603;138;Quellón;2786;657;2021-10-03 02:00:00
6604;151;Chinquihue;1915;1086;2021-10-03 03:00:00
6605;70;Puerto Montt;2131;1079;2021-10-03 04:00:00
6606;442;Hornopirén;2876;908;2021-10-03 05:00:00
6607;118;Puerto Montt;1285;912;2021-10-03 06:00:00
6608;460;Quellón;847;872;2021-10-03 07:00:00
6609;421;Puerto Montt;1210;1058;2021-10-03 08:00:00
6610;286;Quellón;1190;388;2021-10-03 09:00:00
6611;72;Chinquihue;2875;1326;2021-10-03 10:00:00
6612;12;Chinquihue;247;1093;2021-10-03 11:00:00
6613;186;Quellón;1987;937;2021-10-03 12:00:00
6614;368;Quellón;1225;-1011;2021-10-03 13:00:00
6615;145;Puerto Montt;1919;1136;2021-10-03 14:00:00
6616;384;Chinquihue;2132;1057;2021-10-03 15:00:00
6617;393;Quellón;1317;869;2021-10-03 16:00:00
6618;448;Puerto Montt;2292;1137;2021-10-03 17:00:00
6619;38;Chinquihue;1465;-776;2021-10-03 18:00:00
6620;323;Calbuco;1445;821;2021-10-03 19:00:00
6621;428;Hornopirén;85;723;2021-10-03 20:00:00
6622;245;Quellón;2704;831;2021-10-03 21:00:00
6623;322;Puerto Montt;1049;777;2021-10-03 22:00:00
6624;365;Chinquihue;2398;1362;2021-10-03 23:00:00
6625;493;Puerto Montt;1777;994;2021-10-04 00:00:00
6626;190;Quellón;2604;1058;2021-10-04 01:00:00
6627;463;Puerto Montt;265;1226;2021-10-04 02:00:00
6628;317;Puerto Montt;536;870;2021-10-04 03:00:00
6629;401;Calbuco;1754;731;2021-10-04 04:00:00
6630;470;Hornopirén;1042;719;2021-10-04 05:00:00
6631;162;Puerto Montt;2475;727;2021-10-04 06:00:00
6632;264;Hornopirén;1443;901;2021-10-04 07:00:00
6633;220;Hornopirén;1345;991;2021-10-04 08:00:00
6634;173;Quellón;606;957;2021-10-04 09:00:00
6635;275;Chinquihue;2289;836;2021-10-04 10:00:00
6636;53;Hornopirén;897;1209;2021-10-04 11:00:00
6637;463;Quellón;2255;885;2021-10-04 12:00:00
6638;5;Calbuco;1122;1160;2021-10-04 13:00:00
